Time_PC,Time_Dev,Target,Yaw,Rate,Servo_Angle,Servo_PWM
1768639671.3622198,178980,0.0,25.69,0.06,65.0,250.0
1768639671.3772233,179000,0.0,25.69,-0.01,65.0,250.0
1768639671.3923821,179020,0.0,25.69,-0.12,65.0,250.0
1768639671.4248495,179040,0.0,25.69,-0.08,65.0,250.0
1768639671.4280522,179060,0.0,25.69,-0.04,65.0,250.0
1768639671.4493475,179080,0.0,25.69,-0.15,65.0,250.0
1768639671.4592483,179100,0.0,25.69,0.04,65.0,250.0
1768639671.4746296,179120,0.0,25.69,-0.08,65.0,250.0
1768639671.4897037,179140,0.0,25.69,-0.08,65.0,250.0
1768639671.505177,179160,0.0,25.69,0.06,65.0,250.0
1768639671.5263636,179180,0.0,25.69,0.03,65.0,250.0
1768639671.5413194,179200,0.0,25.69,0.06,65.0,250.0
1768639671.5709457,179220,0.0,25.69,-0.01,65.0,250.0
1768639671.5863092,179240,0.0,25.69,-0.05,65.0,250.0
1768639671.6031077,179260,0.0,25.69,-0.11,65.0,250.0
1768639671.6295981,179280,0.0,25.69,-0.01,65.0,250.0
1768639671.6369615,179300,0.0,25.69,0.06,65.0,250.0
1768639671.6530385,179320,0.0,25.69,-0.03,65.0,250.0
1768639671.6739457,179340,0.0,25.69,0.06,65.0,250.0
1768639671.6837413,179360,0.0,25.69,0.06,65.0,250.0
1768639671.6985757,179380,0.0,25.69,-0.01,65.0,250.0
1768639671.7138538,179400,0.0,25.69,-0.05,65.0,250.0
1768639671.7441065,179420,0.0,25.69,0.06,65.0,250.0
1768639671.7498827,179440,0.0,25.69,-0.01,65.0,250.0
1768639671.7656934,179460,0.0,25.69,-0.01,65.0,250.0
1768639671.7869782,179480,0.0,25.69,0.06,65.0,250.0
1768639671.8107536,179500,0.0,25.69,0.09,65.0,250.0
1768639671.8257701,179520,0.0,25.69,-0.01,65.0,250.0
1768639671.8570268,179540,0.0,25.69,0.06,65.0,250.0
1768639671.861289,179560,0.0,25.69,-0.11,65.0,250.0
1768639671.876769,179580,0.0,25.69,-0.01,65.0,250.0
1768639671.897974,179600,0.0,25.69,0.02,65.0,250.0
1768639671.9077487,179620,0.0,25.69,0.06,65.0,250.0
1768639671.9228787,179640,0.0,25.69,-0.08,65.0,250.0
1768639671.9382968,179660,0.0,25.69,-0.01,65.0,250.0
1768639671.9615848,179680,0.0,25.69,-0.01,65.0,250.0
1768639671.973994,179700,0.0,25.69,0.06,65.0,250.0
1768639671.9893813,179720,0.0,25.7,0.13,65.0,250.0
1768639672.0110257,179740,0.0,25.7,-0.01,65.0,250.0
1768639672.0349894,179760,0.0,25.7,-0.15,65.0,250.0
1768639672.0502467,179780,0.0,25.7,-0.08,65.0,250.0
1768639672.0654159,179800,0.0,25.7,-0.01,65.0,250.0
1768639672.085537,179820,0.0,25.7,-0.08,65.0,250.0
1768639672.1007297,179840,0.0,25.7,0.13,65.0,250.0
1768639672.12196,179860,0.0,25.7,0.03,65.0,250.0
1768639672.1320758,179880,0.0,25.7,-0.08,65.0,250.0
1768639672.1568072,179900,0.0,25.7,-0.01,65.0,250.0
1768639672.162522,179920,0.0,25.7,-0.1,65.0,250.0
1768639672.1778164,179940,0.0,25.7,-0.01,65.0,250.0
1768639672.1981897,179960,0.0,25.7,-0.04,65.0,250.0
1768639672.2135692,179980,0.0,25.7,-0.08,65.0,250.0
1768639672.2352755,180000,0.0,25.7,-0.01,65.0,250.0
1768639672.2589555,180020,0.0,25.7,-0.04,65.0,250.0
1768639672.2744255,180040,0.0,25.7,-0.01,65.0,250.0
1768639672.289653,180060,0.0,25.7,-0.08,65.0,250.0
1768639672.3103564,180080,0.0,25.7,-0.01,65.0,250.0
1768639672.3249774,180100,0.0,25.7,0.13,65.0,250.0
1768639672.3461325,180120,0.0,25.7,-0.08,65.0,250.0
1768639672.3660417,180140,0.0,25.7,-0.03,65.0,250.0
1768639672.371541,180160,0.0,25.7,-0.01,65.0,250.0
1768639672.3868454,180180,0.0,25.7,-0.01,65.0,250.0
1768639672.4021118,180200,0.0,25.7,0.06,65.0,250.0
1768639672.4219146,180220,0.0,25.7,0.06,65.0,250.0
1768639672.4382265,180240,0.0,25.7,-0.15,65.0,250.0
1768639672.4722884,180260,0.0,25.7,-0.08,65.0,250.0
1768639672.483146,180280,0.0,25.7,0.06,65.0,250.0
1768639672.4984665,180300,0.0,25.7,-0.01,65.0,250.0
1768639672.5137672,180320,0.0,25.7,-0.08,65.0,250.0
1768639672.533816,180340,0.0,25.7,-0.01,65.0,250.0
1768639672.5489218,180360,0.0,25.7,-0.08,65.0,250.0
1768639672.5843906,180380,0.0,25.7,-0.05,65.0,250.0
1768639672.585429,180400,0.0,25.7,0.06,65.0,250.0
1768639672.5950763,180420,0.0,25.7,-0.01,65.0,250.0
1768639672.6107104,180440,0.0,25.7,-0.01,65.0,250.0
1768639672.6307468,180460,0.0,25.7,-0.08,65.0,250.0
1768639672.645777,180480,0.0,25.7,0.03,65.0,250.0
1768639672.6618068,180500,0.0,25.7,-0.08,65.0,250.0
1768639672.7008576,180520,0.0,25.7,0.03,65.0,250.0
1768639672.707083,180540,0.0,25.7,-0.01,65.0,250.0
1768639672.7221413,180560,0.0,25.7,0.06,65.0,250.0
1768639672.742421,180580,0.0,25.7,0.06,65.0,250.0
1768639672.757277,180600,0.0,25.7,-0.01,65.0,250.0
1768639672.7725086,180620,0.0,25.7,-0.01,65.0,250.0
1768639672.7943587,180640,0.0,25.7,-0.15,65.0,250.0
1768639672.8244994,180660,0.0,25.7,-0.15,65.0,250.0
1768639672.8255239,180680,0.0,25.7,-0.01,65.0,250.0
1768639672.83461,180700,0.0,25.7,0.06,65.0,250.0
1768639672.854987,180720,0.0,25.7,-0.08,65.0,250.0
1768639672.8702815,180740,0.0,25.7,0.03,65.0,250.0
1768639672.8860824,180760,0.0,25.7,-0.05,65.0,250.0
1768639672.907629,180780,0.0,25.7,0.03,65.0,250.0
1768639672.9316611,180800,0.0,25.7,0.04,65.0,250.0
1768639672.9468584,180820,0.0,25.7,-0.01,65.0,250.0
1768639672.9619868,180840,0.0,25.7,-0.01,65.0,250.0
1768639672.9823687,180860,0.0,25.7,-0.04,65.0,250.0
1768639672.9973862,180880,0.0,25.7,-0.11,65.0,250.0
1768639673.0183303,180900,0.0,25.7,0.13,65.0,250.0
1768639673.0416827,180920,0.0,25.7,-0.01,65.0,250.0
1768639673.0439808,180940,0.0,25.7,-0.08,65.0,250.0
1768639673.0592213,180960,0.0,25.7,-0.08,65.0,250.0
1768639673.0743632,180980,0.0,25.7,0.02,65.0,250.0
1768639673.094921,181000,0.0,25.7,-0.08,65.0,250.0
1768639673.110341,181020,0.0,25.7,-0.01,65.0,250.0
1768639673.1470306,181040,0.0,25.7,-0.01,65.0,250.0
1768639673.1555383,181060,0.0,25.7,0.06,65.0,250.0
1768639673.1709144,181080,0.0,25.7,0.03,65.0,250.0
1768639673.1861923,181100,0.0,25.7,0.06,65.0,250.0
1768639673.2060006,181120,0.0,25.7,-0.01,65.0,250.0
1768639673.2212546,181140,0.0,25.7,-0.01,65.0,250.0
1768639673.2427325,181160,0.0,25.7,-0.08,65.0,250.0
1768639673.2525334,181180,0.0,25.7,-0.01,65.0,250.0
1768639673.2684114,181200,0.0,25.7,-0.01,65.0,250.0
1768639673.2836952,181220,0.0,25.7,-0.01,65.0,250.0
1768639673.2981179,181240,0.0,25.7,-0.1,65.0,250.0
1768639673.318424,181260,0.0,25.7,-0.01,65.0,250.0
1768639673.35015,181280,0.0,25.7,0.06,65.0,250.0
1768639673.364406,181300,0.0,25.7,-0.01,65.0,250.0
1768639673.3797834,181320,0.0,25.7,-0.01,65.0,250.0
1768639673.3952029,181340,0.0,25.7,-0.08,65.0,250.0
1768639673.410194,181360,0.0,25.7,-0.04,65.0,250.0
1768639673.4305675,181380,0.0,25.69,-0.12,65.0,250.0
1768639673.4587014,181400,0.0,25.7,0.09,65.0,250.0
1768639673.4667125,181420,0.0,25.7,-0.08,65.0,250.0
1768639673.476893,181440,0.0,25.69,-0.08,65.0,250.0
1768639673.4921138,181460,0.0,25.69,0.13,65.0,250.0
1768639673.5072105,181480,0.0,25.69,0.02,65.0,250.0
1768639673.522599,181500,0.0,25.69,-0.08,65.0,250.0
1768639673.5429993,181520,0.0,25.69,-0.11,65.0,250.0
1768639673.5671787,181540,0.0,25.69,-0.01,65.0,250.0
1768639673.588547,181560,0.0,25.69,0.03,65.0,250.0
1768639673.6039507,181580,0.0,25.69,-0.01,65.0,250.0
1768639673.6189888,181600,0.0,25.69,-0.08,65.0,250.0
1768639673.634392,181620,0.0,25.69,-0.01,65.0,250.0
1768639673.6545236,181640,0.0,25.69,-0.01,65.0,250.0
1768639673.6817675,181660,0.0,25.69,-0.05,65.0,250.0
1768639673.690386,181680,0.0,25.69,-0.04,65.0,250.0
1768639673.701073,181700,0.0,25.69,-0.12,65.0,250.0
1768639673.7159562,181720,0.0,25.69,0.06,65.0,250.0
1768639673.7312331,181740,0.0,25.69,0.09,65.0,250.0
1768639673.7509837,181760,0.0,25.69,-0.01,65.0,250.0
1768639673.7665355,181780,0.0,25.69,-0.01,65.0,250.0
1768639673.8073385,181800,0.0,25.69,-0.01,65.0,250.0
1768639673.8128994,181820,0.0,25.69,-0.01,65.0,250.0
1768639673.8278968,181840,0.0,25.69,0.06,65.0,250.0
1768639673.8431902,181860,0.0,25.69,-0.12,65.0,250.0
1768639673.8584461,181880,0.0,25.69,-0.01,65.0,250.0
1768639673.8785465,181900,0.0,25.69,0.06,65.0,250.0
1768639673.8937433,181920,0.0,25.69,0.06,65.0,250.0
1768639673.9248831,181940,0.0,25.69,-0.01,65.0,250.0
1768639673.9258583,181960,0.0,25.69,0.06,65.0,250.0
1768639673.9397087,181980,0.0,25.69,-0.04,65.0,250.0
1768639673.9551404,182000,0.0,25.69,-0.08,65.0,250.0
1768639673.9750743,182020,0.0,25.69,0.13,65.0,250.0
1768639673.9901643,182040,0.0,25.69,-0.08,65.0,250.0
1768639674.0064404,182060,0.0,25.69,-0.01,65.0,250.0
1768639674.0363648,182080,0.0,25.7,-0.01,65.0,250.0
1768639674.0515318,182100,0.0,25.7,0.06,65.0,250.0
1768639674.0670917,182120,0.0,25.7,-0.01,65.0,250.0
1768639674.0870411,182140,0.0,25.7,-0.04,65.0,250.0
1768639674.1021018,182160,0.0,25.69,0.03,65.0,250.0
1768639674.117407,182180,0.0,25.7,-0.01,65.0,250.0
1768639674.1461363,182200,0.0,25.7,-0.08,65.0,250.0
1768639674.149588,182220,0.0,25.7,0.06,65.0,250.0
1768639674.164805,182240,0.0,25.7,0.06,65.0,250.0
1768639674.1798081,182260,0.0,25.7,-0.08,65.0,250.0
1768639674.195019,182280,0.0,25.7,-0.01,65.0,250.0
1768639674.2152371,182300,0.0,25.7,-0.04,65.0,250.0
1768639674.2322545,182320,0.0,25.69,0.06,65.0,250.0
1768639674.2578623,182340,0.0,25.7,0.02,65.0,250.0
1768639674.2764726,182360,0.0,25.69,-0.04,65.0,250.0
1768639674.2915587,182380,0.0,25.69,-0.08,65.0,250.0
1768639674.307551,182400,0.0,25.7,0.09,65.0,250.0
1768639674.3277977,182420,0.0,25.7,0.03,65.0,250.0
1768639674.34302,182440,0.0,25.7,-0.01,65.0,250.0
1768639674.381669,182460,0.0,25.7,0.03,65.0,250.0
1768639674.3823133,182480,0.0,25.7,0.06,65.0,250.0
1768639674.388986,182500,0.0,25.69,-0.08,65.0,250.0
1768639674.4042225,182520,0.0,25.69,0.06,65.0,250.0
1768639674.4193063,182540,0.0,25.69,-0.01,65.0,250.0
1768639674.4394376,182560,0.0,25.69,0.13,65.0,250.0
1768639674.4550953,182580,0.0,25.69,-0.08,65.0,250.0
1768639674.4934027,182600,0.0,25.69,-0.15,65.0,250.0
1768639674.5004952,182620,0.0,25.69,-0.08,65.0,250.0
1768639674.51587,182640,0.0,25.69,-0.15,65.0,250.0
1768639674.5309892,182660,0.0,25.69,0.01,65.0,250.0
1768639674.5511453,182680,0.0,25.69,0.06,65.0,250.0
1768639674.5664635,182700,0.0,25.69,-0.15,65.0,250.0
1768639674.6057498,182720,0.0,25.69,-0.01,65.0,250.0
1768639674.6066215,182740,0.0,25.69,-0.08,65.0,250.0
1768639674.613208,182760,0.0,25.69,0.06,65.0,250.0
1768639674.6286469,182780,0.0,25.69,-0.08,65.0,250.0
1768639674.6436234,182800,0.0,25.69,-0.01,65.0,250.0
1768639674.6634889,182820,0.0,25.69,-0.04,65.0,250.0
1768639674.679149,182840,0.0,25.69,-0.01,65.0,250.0
1768639674.7111847,182860,0.0,25.69,-0.01,65.0,250.0
1768639674.7246294,182880,0.0,25.69,-0.01,65.0,250.0
1768639674.7399905,182900,0.0,25.69,-0.01,65.0,250.0
1768639674.7552037,182920,0.0,25.69,-0.04,65.0,250.0
1768639674.7758074,182940,0.0,25.69,-0.06,65.0,250.0
1768639674.7909393,182960,0.0,25.69,-0.01,65.0,250.0
1768639674.8121135,182980,0.0,25.69,-0.08,65.0,250.0
1768639674.8403313,183000,0.0,25.69,0.06,65.0,250.0
1768639674.8411987,183020,0.0,25.69,-0.01,65.0,250.0
1768639674.8525538,183040,0.0,25.69,-0.01,65.0,250.0
1768639674.8679864,183060,0.0,25.69,-0.05,65.0,250.0
1768639674.8882236,183080,0.0,25.69,-0.01,65.0,250.0
1768639674.9038522,183100,0.0,25.69,0.11,65.0,250.0
1768639674.9338849,183120,0.0,25.69,-0.04,65.0,250.0
1768639674.9638498,183140,0.0,25.69,0.03,65.0,250.0
1768639674.964433,183160,0.0,25.69,-0.08,65.0,250.0
1768639674.984331,183180,0.0,25.69,-0.01,65.0,250.0
1768639674.9996066,183200,0.0,25.69,-0.11,65.0,250.0
1768639675.01467,183220,0.0,25.69,-0.11,65.0,250.0
1768639675.0362716,183240,0.0,25.69,-0.01,65.0,250.0
1768639675.0465343,183260,0.0,25.69,-0.01,65.0,250.0
1768639675.0617278,183280,0.0,25.69,0.06,65.0,250.0
1768639675.0901346,183300,0.0,25.69,-0.08,65.0,250.0
1768639675.0917945,183320,0.0,25.69,-0.06,65.0,250.0
1768639675.1129432,183340,0.0,25.69,-0.04,65.0,250.0
1768639675.128136,183360,0.0,25.68,-0.08,65.0,250.0
1768639675.1581106,183380,0.0,25.68,-0.01,65.0,250.0
1768639675.173596,183400,0.0,25.68,-0.01,65.0,250.0
1768639675.201219,183420,0.0,25.68,-0.04,65.0,250.0
1768639675.2087324,183440,0.0,25.68,-0.04,65.0,250.0
1768639675.224157,183460,0.0,25.68,-0.08,65.0,250.0
1768639675.2398326,183480,0.0,25.68,0.1,65.0,250.0
1768639675.2608078,183500,0.0,25.68,0.03,65.0,250.0
1768639675.271251,183520,0.0,25.68,-0.01,65.0,250.0
1768639675.2857614,183540,0.0,25.68,-0.01,65.0,250.0
1768639675.3112032,183560,0.0,25.68,-0.01,65.0,250.0
1768639675.3165839,183580,0.0,25.68,0.06,65.0,250.0
1768639675.3374646,183600,0.0,25.68,-0.04,65.0,250.0
1768639675.3528726,183620,0.0,25.68,0.13,65.0,250.0
1768639675.3823524,183640,0.0,25.68,-0.15,65.0,250.0
1768639675.3979318,183660,0.0,25.69,0.06,65.0,250.0
1768639675.4263253,183680,0.0,25.69,0.06,65.0,250.0
1768639675.4328961,183700,0.0,25.69,-0.1,65.0,250.0
1768639675.4479249,183720,0.0,25.68,-0.15,65.0,250.0
1768639675.4634736,183740,0.0,25.68,-0.01,65.0,250.0
1768639675.484443,183760,0.0,25.68,-0.08,65.0,250.0
1768639675.4954062,183780,0.0,25.68,0.06,65.0,250.0
1768639675.5102277,183800,0.0,25.68,-0.01,65.0,250.0
1768639675.5480888,183820,0.0,25.68,-0.01,65.0,250.0
1768639675.549015,183840,0.0,25.68,-0.01,65.0,250.0
1768639675.5611823,183860,0.0,25.68,-0.08,65.0,250.0
1768639675.5764875,183880,0.0,25.68,0.06,65.0,250.0
1768639675.6061244,183900,0.0,25.68,0.06,65.0,250.0
1768639675.6213126,183920,0.0,25.68,0.01,65.0,250.0
1768639675.636713,183940,0.0,25.68,0.02,65.0,250.0
1768639675.6609926,183960,0.0,25.68,-0.08,65.0,250.0
1768639675.672285,183980,0.0,25.68,0.01,65.0,250.0
1768639675.6875422,184000,0.0,25.68,0.09,65.0,250.0
1768639675.7085836,184020,0.0,25.69,-0.15,65.0,250.0
1768639675.7188692,184040,0.0,25.68,-0.05,65.0,250.0
1768639675.7339003,184060,0.0,25.68,0.06,65.0,250.0
1768639675.7492385,184080,0.0,25.68,0.06,65.0,250.0
1768639675.7877517,184100,0.0,25.68,-0.01,65.0,250.0
1768639675.7886086,184120,0.0,25.68,0.06,65.0,250.0
1768639675.7997813,184140,0.0,25.68,-0.13,65.0,250.0
1768639675.8223767,184160,0.0,25.68,0.06,65.0,250.0
1768639675.8461864,184180,0.0,25.68,-0.01,65.0,250.0
1768639675.86138,184200,0.0,25.68,-0.08,65.0,250.0
1768639675.8764348,184220,0.0,25.68,-0.11,65.0,250.0
1768639675.9117246,184240,0.0,25.68,-0.05,65.0,250.0
1768639675.9125986,184260,0.0,25.68,0.03,65.0,250.0
1768639675.9327836,184280,0.0,25.68,-0.08,65.0,250.0
1768639675.9429057,184300,0.0,25.68,-0.01,65.0,250.0
1768639675.958148,184320,0.0,25.68,0.09,65.0,250.0
1768639675.9731474,184340,0.0,25.68,-0.12,65.0,250.0
1768639675.9936342,184360,0.0,25.68,-0.08,65.0,250.0
1768639676.0087554,184380,0.0,25.68,-0.01,65.0,250.0
1768639676.0355115,184400,0.0,25.68,-0.15,65.0,250.0
1768639676.0465226,184420,0.0,25.68,-0.01,65.0,250.0
1768639676.0702577,184440,0.0,25.68,0.06,65.0,250.0
1768639676.0855267,184460,0.0,25.68,-0.01,65.0,250.0
1768639676.1005194,184480,0.0,25.68,-0.01,65.0,250.0
1768639676.1207283,184500,0.0,25.68,0.06,65.0,250.0
1768639676.1468968,184520,0.0,25.68,0.06,65.0,250.0
1768639676.157387,184540,0.0,25.68,-0.01,65.0,250.0
1768639676.1676097,184560,0.0,25.68,0.1,65.0,250.0
1768639676.1825693,184580,0.0,25.68,-0.1,65.0,250.0
1768639676.1976504,184600,0.0,25.68,-0.01,65.0,250.0
1768639676.2129564,184620,0.0,25.68,-0.01,65.0,250.0
1768639676.233129,184640,0.0,25.68,0.03,65.0,250.0
1768639676.2601125,184660,0.0,25.68,0.03,65.0,250.0
1768639676.2708395,184680,0.0,25.68,-0.08,65.0,250.0
1768639676.2944088,184700,0.0,25.68,-0.08,65.0,250.0
1768639676.3095832,184720,0.0,25.68,-0.01,65.0,250.0
1768639676.3249276,184740,0.0,25.68,0.06,65.0,250.0
1768639676.3449342,184760,0.0,25.68,-0.04,65.0,250.0
1768639676.3811202,184780,0.0,25.68,0.13,65.0,250.0
1768639676.381839,184800,0.0,25.68,-0.08,65.0,250.0
1768639676.3918543,184820,0.0,25.68,-0.01,65.0,250.0
1768639676.4070072,184840,0.0,25.68,-0.01,65.0,250.0
1768639676.4221244,184860,0.0,25.68,-0.08,65.0,250.0
1768639676.4378784,184880,0.0,25.68,-0.01,65.0,250.0
1768639676.4579942,184900,0.0,25.68,-0.01,65.0,250.0
1768639676.472659,184920,0.0,25.68,-0.01,65.0,250.0
1768639676.499476,184940,0.0,25.68,0.03,65.0,250.0
1768639676.5180671,184960,0.0,25.68,0.06,65.0,250.0
1768639676.533498,184980,0.0,25.68,-0.08,65.0,250.0
1768639676.553796,185000,0.0,25.68,0.06,65.0,250.0
1768639676.5687165,185020,0.0,25.68,0.04,65.0,250.0
1768639676.5842404,185040,0.0,25.68,-0.01,65.0,250.0
1768639676.605863,185060,0.0,25.68,-0.11,65.0,250.0
1768639676.6297429,185080,0.0,25.68,0.02,65.0,250.0
1768639676.631008,185100,0.0,25.68,-0.01,65.0,250.0
1768639676.646373,185120,0.0,25.68,-0.08,65.0,250.0
1768639676.661583,185140,0.0,25.68,-0.01,65.0,250.0
1768639676.6821058,185160,0.0,25.68,0.02,65.0,250.0
1768639676.6971953,185180,0.0,25.68,-0.08,65.0,250.0
1768639676.7412415,185200,0.0,25.68,-0.08,65.0,250.0
1768639676.7428653,185220,0.0,25.68,-0.01,65.0,250.0
1768639676.7580698,185240,0.0,25.68,-0.01,65.0,250.0
1768639676.77337,185260,0.0,25.68,-0.04,65.0,250.0
1768639676.7939167,185280,0.0,25.68,0.03,65.0,250.0
1768639676.8090427,185300,0.0,25.68,-0.08,65.0,250.0
1768639676.8302667,185320,0.0,25.68,0.13,65.0,250.0
1768639676.840361,185340,0.0,25.68,-0.08,65.0,250.0
1768639676.8663957,185360,0.0,25.68,-0.15,65.0,250.0
1768639676.871358,185380,0.0,25.68,-0.08,65.0,250.0
1768639676.8859627,185400,0.0,25.68,-0.01,65.0,250.0
1768639676.9059744,185420,0.0,25.68,-0.01,65.0,250.0
1768639676.9212606,185440,0.0,25.68,-0.08,65.0,250.0
1768639676.9437943,185460,0.0,25.68,-0.01,65.0,250.0
1768639676.9885788,185480,0.0,25.68,0.06,65.0,250.0
1768639676.9891317,185500,0.0,25.68,-0.01,65.0,250.0
1768639676.9973662,185520,0.0,25.68,-0.04,65.0,250.0
1768639677.0176744,185540,0.0,25.68,-0.01,65.0,250.0
1768639677.0331843,185560,0.0,25.68,0.06,65.0,250.0
1768639677.054074,185580,0.0,25.68,0.13,65.0,250.0
1768639677.0646834,185600,0.0,25.68,0.03,65.0,250.0
1768639677.0800416,185620,0.0,25.68,-0.01,65.0,250.0
1768639677.1140227,185640,0.0,25.68,0.06,65.0,250.0
1768639677.1149685,185660,0.0,25.68,-0.01,65.0,250.0
1768639677.130643,185680,0.0,25.68,-0.01,65.0,250.0
1768639677.1460147,185700,0.0,25.68,0.02,65.0,250.0
1768639677.1672475,185720,0.0,25.68,-0.01,65.0,250.0
1768639677.1911223,185740,0.0,25.68,-0.08,65.0,250.0
1768639677.2064552,185760,0.0,25.68,-0.01,65.0,250.0
1768639677.2372243,185780,0.0,25.68,-0.01,65.0,250.0
1768639677.2419648,185800,0.0,25.68,-0.01,65.0,250.0
1768639677.257099,185820,0.0,25.68,-0.15,65.0,250.0
1768639677.2777152,185840,0.0,25.68,-0.03,65.0,250.0
1768639677.287755,185860,0.0,25.68,-0.05,65.0,250.0
1768639677.3029444,185880,0.0,25.68,-0.08,65.0,250.0
1768639677.318554,185900,0.0,25.68,0.06,65.0,250.0
1768639677.3635836,185920,0.0,25.68,-0.01,65.0,250.0
1768639677.3642414,185940,0.0,25.68,0.2,65.0,250.0
1768639677.3692496,185960,0.0,25.68,0.06,65.0,250.0
