Time_PC,Time_Dev,Target,Yaw,Rate,Servo_Angle,Servo_PWM
1768639988.819847,4640,0.0,0.3,0.52,89.0,305.0
1768639988.864841,4660,0.0,0.31,-0.01,89.0,305.0
1768639988.874415,4680,0.0,0.31,-0.01,90.0,307.0
1768639988.9109066,4700,0.0,0.31,-0.01,90.0,307.0
1768639988.9222922,4720,0.0,0.31,-0.01,91.0,309.0
1768639988.9304614,4740,0.0,0.31,-0.22,90.0,307.0
1768639988.9571025,4760,0.0,0.31,-0.08,90.0,307.0
1768639988.9747527,4780,0.0,0.31,0.06,90.0,307.0
1768639988.9833467,4800,0.0,0.31,-0.01,90.0,307.0
1768639989.0032349,4820,0.0,0.31,-0.08,90.0,307.0
1768639989.0126603,4840,0.0,0.31,-0.11,90.0,307.0
1768639989.044609,4860,0.0,0.31,-0.08,90.0,307.0
1768639989.0833633,4880,0.0,0.31,0.05,90.0,307.0
1768639989.0923624,4900,0.0,0.31,0.06,90.0,307.0
1768639989.1246035,4920,0.0,0.31,0.41,89.0,305.0
1768639989.17099,4940,0.0,0.32,0.24,88.0,302.0
1768639989.1749315,4960,0.0,0.32,-0.15,90.0,307.0
1768639989.1845787,4980,0.0,0.32,-0.01,90.0,307.0
1768639989.1944666,5000,0.0,0.32,-0.09,90.0,307.0
1768639989.2053916,5020,0.0,0.32,-0.01,90.0,307.0
1768639989.2270575,5040,0.0,0.32,-0.2,90.0,307.0
1768639989.2377808,5060,0.0,0.32,0.09,90.0,307.0
1768639989.292875,5080,0.0,0.32,0.13,90.0,307.0
1768639989.3498538,5100,0.0,0.32,0.06,90.0,307.0
1768639989.3623972,5120,0.0,0.32,0.13,90.0,307.0
1768639989.37332,5140,0.0,0.32,0.24,90.0,307.0
1768639989.3866518,5160,0.0,0.32,-0.08,90.0,307.0
1768639989.3974423,5180,0.0,0.32,0.13,90.0,307.0
1768639989.3979354,5200,0.0,0.33,0.06,90.0,307.0
1768639989.398446,5220,0.0,0.33,-0.01,90.0,307.0
1768639989.419524,5240,0.0,0.35,10.31,89.0,305.0
1768639989.4624496,5260,0.0,1.88,142.96,65.0,250.0
1768639989.485599,5280,0.0,2.69,-3.17,65.0,250.0
1768639989.4993935,5300,0.0,2.68,-0.02,82.0,289.0
1768639989.5293453,5320,0.0,2.68,0.27,83.0,291.0
1768639989.533938,5340,0.0,2.68,-0.1,84.0,293.0
1768639989.5618596,5360,0.0,2.68,-0.86,84.0,293.0
1768639989.579826,5380,0.0,1.8,-75.06,115.0,364.0
1768639989.5894256,5400,0.0,0.6,-33.04,115.0,364.0
1768639989.6091974,5420,0.0,-0.17,-44.67,115.0,364.0
1768639989.6426854,5440,0.0,-1.39,-76.96,115.0,364.0
1768639989.6527605,5460,0.0,-2.81,-72.39,115.0,364.0
1768639989.6833463,5480,0.0,-4.76,-114.69,115.0,364.0
1768639989.6885521,5500,0.0,-5.79,-18.04,115.0,364.0
1768639989.726485,5520,0.0,-6.03,-8.75,115.0,364.0
1768639989.7390232,5540,0.0,-6.14,-13.76,104.0,339.0
1768639989.757624,5560,0.0,-6.39,-20.03,115.0,364.0
1768639989.7733574,5580,0.0,-6.83,-30.29,115.0,364.0
1768639989.8057523,5600,0.0,-7.52,-40.85,115.0,364.0
1768639989.813223,5620,0.0,-8.19,-25.4,115.0,364.0
1768639989.835022,5640,0.0,-8.67,-17.46,115.0,364.0
1768639989.845636,5660,0.0,-9.12,-22.83,115.0,364.0
1768639989.896972,5680,0.0,-9.54,-21.11,115.0,364.0
1768639989.9054854,5700,0.0,-10.0,-27.12,115.0,364.0
1768639989.932442,5720,0.0,-10.75,-50.22,115.0,364.0
1768639989.9412584,5740,0.0,-11.81,-55.39,115.0,364.0
1768639989.9702275,5760,0.0,-12.8,-43.38,115.0,364.0
1768639989.9859397,5780,0.0,-13.64,-38.99,115.0,364.0
1768639989.9994316,5800,0.0,-14.49,-40.95,115.0,364.0
1768639990.0085213,5820,0.0,-15.43,-53.19,115.0,364.0
1768639990.0378222,5840,0.0,-16.59,-54.34,115.0,364.0
1768639990.059922,5860,0.0,-17.52,-38.47,115.0,364.0
1768639990.0943127,5880,0.0,-18.25,-32.22,115.0,364.0
1768639990.113189,5900,0.0,-18.74,-22.82,115.0,364.0
1768639990.1406035,5920,0.0,-19.08,-15.25,115.0,364.0
1768639990.1687033,5940,0.0,-19.32,-15.17,115.0,364.0
1768639990.1789382,5960,0.0,-19.68,-18.69,115.0,364.0
1768639990.1939552,5980,0.0,-20.17,-18.6,115.0,364.0
1768639990.2018483,6000,0.0,-20.52,-13.97,115.0,364.0
1768639990.2203891,6020,0.0,-20.75,-2.93,115.0,364.0
1768639990.230471,6040,0.0,-20.46,37.72,91.0,309.0
1768639990.2514925,6060,0.0,-19.75,34.52,65.0,250.0
1768639990.2971425,6080,0.0,-18.96,50.29,65.0,250.0
1768639990.307669,6100,0.0,-17.85,60.91,65.0,250.0
1768639990.316789,6120,0.0,-16.63,61.26,65.0,250.0
1768639990.3409739,6140,0.0,-15.01,94.47,65.0,250.0
1768639990.3909614,6160,0.0,-13.05,105.4,65.0,250.0
1768639990.4151282,6180,0.0,-10.71,116.76,65.0,250.0
1768639990.4190488,6200,0.0,-8.48,111.35,65.0,250.0
1768639990.4198549,6220,0.0,-6.52,88.42,65.0,250.0
1768639990.4449272,6240,0.0,-4.38,115.17,65.0,250.0
1768639990.4564564,6260,0.0,-2.66,52.34,65.0,250.0
1768639990.4991736,6280,0.0,-1.06,77.96,65.0,250.0
1768639990.51778,6300,0.0,0.82,105.18,65.0,250.0
1768639990.5495622,6320,0.0,2.82,90.71,65.0,250.0
1768639990.553288,6340,0.0,4.24,48.24,65.0,250.0
1768639990.5811896,6360,0.0,4.98,35.31,65.0,250.0
1768639990.5880082,6380,0.0,5.7,39.92,65.0,250.0
1768639990.5956995,6400,0.0,6.65,54.01,65.0,250.0
1768639990.6217618,6420,0.0,8.92,178.61,65.0,250.0
1768639990.6375074,6440,0.0,11.36,77.91,65.0,250.0
1768639990.6464407,6460,0.0,12.66,50.11,65.0,250.0
1768639990.6872675,6480,0.0,13.51,33.61,65.0,250.0
1768639990.7120745,6500,0.0,13.69,-0.65,65.0,250.0
1768639990.7183895,6520,0.0,13.69,-0.01,65.0,250.0
1768639990.7398472,6540,0.0,13.75,17.94,65.0,250.0
1768639990.7699292,6560,0.0,14.71,55.27,65.0,250.0
1768639990.7925212,6580,0.0,15.95,63.81,65.0,250.0
1768639990.8018172,6600,0.0,16.92,27.79,65.0,250.0
1768639990.8112123,6620,0.0,17.48,33.17,65.0,250.0
1768639990.8395193,6640,0.0,18.4,54.32,65.0,250.0
1768639990.862309,6660,0.0,19.59,71.2,65.0,250.0
1768639990.8721023,6680,0.0,21.34,99.81,65.0,250.0
1768639990.8985412,6700,0.0,23.11,61.58,65.0,250.0
1768639990.9289348,6720,0.0,24.13,38.31,65.0,250.0
1768639990.9650607,6740,0.0,24.53,6.69,65.0,250.0
1768639991.0076518,6760,0.0,24.81,21.64,65.0,250.0
1768639991.0292156,6780,0.0,25.36,36.11,65.0,250.0
1768639991.0341682,6800,0.0,26.1,41.46,65.0,250.0
1768639991.0413988,6820,0.0,26.96,35.89,65.0,250.0
1768639991.0419276,6840,0.0,27.57,12.47,65.0,250.0
1768639991.0546227,6860,0.0,27.6,-0.06,65.0,250.0
1768639991.0637417,6880,0.0,27.59,-3.75,65.0,250.0
1768639991.0885143,6900,0.0,27.45,0.63,67.0,255.0
1768639991.1259108,6920,0.0,27.45,-0.24,65.0,250.0
1768639991.1358302,6940,0.0,27.27,-36.13,65.0,250.0
1768639991.1668968,6960,0.0,26.55,-49.77,115.0,364.0
1768639991.1835852,6980,0.0,25.31,-65.99,115.0,364.0
1768639991.206371,7000,0.0,23.69,-99.47,115.0,364.0
1768639991.2200117,7020,0.0,21.39,-113.26,115.0,364.0
1768639991.2269676,7040,0.0,19.28,-98.98,115.0,364.0
1768639991.2568238,7060,0.0,17.31,-97.62,115.0,364.0
1768639991.278774,7080,0.0,15.51,-87.97,115.0,364.0
1768639991.2889028,7100,0.0,13.67,-107.61,115.0,364.0
1768639991.3434465,7120,0.0,11.47,-125.73,115.0,364.0
1768639991.3747048,7140,0.0,8.85,-119.45,115.0,364.0
1768639991.3893845,7160,0.0,6.41,-120.11,115.0,364.0
1768639991.4458857,7180,0.0,4.08,-112.79,115.0,364.0
1768639991.4549174,7200,0.0,1.87,-111.49,115.0,364.0
1768639991.4637136,7220,0.0,-0.58,-125.85,115.0,364.0
1768639991.4644513,7240,0.0,-2.93,-114.54,115.0,364.0
1768639991.4650443,7260,0.0,-5.44,-132.42,115.0,364.0
1768639991.4718137,7280,0.0,-8.16,-128.75,115.0,364.0
1768639991.5041556,7300,0.0,-10.07,-75.36,115.0,364.0
1768639991.5143008,7320,0.0,-11.28,-56.54,115.0,364.0
