time_s,target_deg,measured_deg,error_deg
3.100,0.00,5.69,-5.69
3.120,0.00,5.57,-5.57
3.160,0.00,5.36,-5.36
3.180,0.00,5.25,-5.25
3.200,0.00,5.15,-5.15
3.220,0.00,5.04,-5.04
3.260,0.00,4.84,-4.84
3.280,0.00,4.74,-4.74
3.320,0.00,4.54,-4.54
3.360,0.00,4.35,-4.35
3.380,0.00,4.26,-4.26
3.400,0.00,4.17,-4.17
3.420,0.00,4.08,-4.08
3.440,0.00,3.99,-3.99
3.460,0.00,3.90,-3.90
3.480,0.00,3.81,-3.81
3.500,0.00,3.72,-3.72
3.520,0.00,3.64,-3.64
3.540,0.00,3.55,-3.55
3.560,0.00,3.47,-3.47
3.580,0.00,3.38,-3.38
3.600,0.00,3.30,-3.30
3.620,0.00,3.22,-3.22
3.640,0.00,3.14,-3.14
3.660,0.00,3.06,-3.06
3.680,0.00,2.98,-2.98
3.700,0.00,2.90,-2.90
3.720,0.00,2.83,-2.83
3.760,0.00,2.67,-2.67
3.780,0.00,2.60,-2.60
3.800,0.00,2.52,-2.52
3.820,0.00,2.45,-2.45
3.840,0.00,2.37,-2.37
3.860,0.00,2.30,-2.30
3.880,0.00,2.22,-2.22
3.920,0.00,2.08,-2.08
3.960,0.00,1.93,-1.93
3.980,0.00,1.86,-1.86
4.020,0.00,1.72,-1.72
4.040,0.00,1.64,-1.64
4.060,0.00,1.57,-1.57
4.080,0.00,1.50,-1.50
4.120,0.00,1.36,-1.36
4.140,0.00,1.29,-1.29
-0.415,0.00,-0.38,0.38
-0.369,0.00,-0.48,0.48
-0.369,0.00,-0.53,0.53
0.098,0.00,-0.58,0.58
0.100,0.00,-0.62,0.62
4.800,0.00,-0.67,0.67
4.820,0.00,-0.71,0.71
4.840,0.00,-0.76,0.76
4.860,0.00,-0.80,0.80
4.900,0.00,-0.88,0.88
4.920,0.00,-0.92,0.92
4.960,0.00,-1.00,1.00
4.980,0.00,-1.03,1.03
5.000,0.00,-1.07,1.07
5.020,0.00,-1.10,1.10
5.040,0.00,-1.14,1.14
5.060,0.00,-1.17,1.17
5.080,0.00,-1.20,1.20
5.100,0.00,-1.23,1.23
5.120,0.00,-1.26,1.26
5.160,0.00,-1.32,1.32
5.180,0.00,-1.35,1.35
5.200,0.00,-1.37,1.37
5.220,0.00,-1.40,1.40
5.240,0.00,-1.43,1.43
5.260,0.00,-1.45,1.45
5.280,0.00,-1.47,1.47
5.300,0.00,-1.50,1.50
5.320,0.00,-1.52,1.52
5.340,0.00,-1.54,1.54
5.380,0.00,-1.59,1.59
5.400,0.00,-1.61,1.61
5.420,0.00,-1.63,1.63
5.440,0.00,-1.65,1.65
5.460,0.00,-1.68,1.68
5.480,0.00,-1.70,1.70
5.500,0.00,-1.72,1.72
5.520,0.00,-1.74,1.74
5.560,0.00,-1.78,1.78
5.580,0.00,-1.79,1.79
5.600,0.00,-1.81,1.81
5.640,0.00,-1.85,1.85
5.660,0.00,-1.86,1.86
5.700,0.00,-1.89,1.89
5.720,0.00,-1.91,1.91
5.740,0.00,-1.92,1.92
5.760,0.00,-1.93,1.93
5.780,0.00,-1.95,1.95
5.800,0.00,-1.96,1.96
5.840,0.00,-1.98,1.98
5.860,0.00,-1.99,1.99
5.880,0.00,-2.00,2.00
5.900,0.00,-2.01,2.01
5.920,0.00,-2.01,2.01
5.940,0.00,-2.00,2.00
5.960,0.00,-2.03,2.03
5.980,0.00,-2.04,2.04
6.000,0.00,-2.04,2.04
6.020,0.00,-2.05,2.05
6.040,0.00,-2.05,2.05
6.060,0.00,-2.06,2.06
6.080,0.00,-2.06,2.06
6.100,0.00,-2.07,2.07
6.120,0.00,-2.07,2.07
6.140,0.00,-2.08,2.08
6.160,0.00,-2.08,2.08
6.180,0.00,-2.08,2.08
6.220,0.00,-2.09,2.09
6.260,0.00,-2.09,2.09
6.280,0.00,-2.09,2.09
6.300,0.00,-2.09,2.09
6.320,0.00,-2.09,2.09
6.340,0.00,-2.09,2.09
6.360,0.00,-2.09,2.09
6.380,0.00,-2.09,2.09
6.400,0.00,-2.09,2.09
6.420,0.00,-2.09,2.09
6.440,0.00,-2.08,2.08
6.460,0.00,-2.08,2.08
6.480,0.00,-0.08,0.08
6.500,0.00,-2.07,2.07
6.520,0.00,-2.06,2.06
6.560,0.00,-2.05,2.05
6.580,0.00,-2.05,2.05
6.600,0.00,-2.04,2.04
6.640,0.00,-2.02,2.02
6.660,0.00,-2.01,2.01
6.680,0.00,-2.00,2.00
6.700,0.00,-1.99,1.99
6.740,0.00,-1.97,1.97
6.760,0.00,96.00,-96.00
6.780,0.00,-1.95,1.95
6.820,0.00,-1.93,1.93
6.840,0.00,-1.92,1.92
6.860,0.00,-1.91,1.91
-0.400,-0.25,-1.74,1.49
-0.340,-1.00,-1.68,0.68
-0.320,-1.25,-1.66,0.41
-0.300,-1.50,-1.64,0.14
-0.280,-1.75,-1.62,-0.13
-0.260,-2.00,-1.60,-0.40
-0.240,-2.25,-1.58,-0.67
-0.220,-2.50,-1.55,-0.95
-0.200,-2.75,-1.53,-1.22
-0.160,-3.25,-1.48,-1.77
-0.140,-3.50,-1.46,-2.04
-0.060,-4.50,0.36,-4.86
-0.040,-4.75,-1.33,-3.42
-0.020,-5.00,-1.31,-3.69
0.020,0.00,5.00,-5.00
0.060,-6.00,-1.20,-4.80
0.080,-6.25,-1.17,-5.08
0.120,-6.75,-1.11,-5.64
0.140,-7.00,-1.08,-5.92
0.160,-7.25,-1.05,-6.20
0.180,-7.50,-1.02,-6.48
0.200,-7.75,-0.99,-6.76
0.280,-8.75,-0.88,-7.87
0.300,-9.00,-0.85,-8.15
-0.409,-14.25,-0.36,-13.89
0.820,-15.50,-0.00,-15.50
-0.419,-15.75,-0.29,-15.46
-0.408,-16.00,-0.29,-15.71
-0.290,-16.25,-0.28,-15.97
0.900,-16.50,-0.28,-16.22
0.920,-16.75,-0.28,-16.47
0.940,-17.00,-0.28,-16.72
0.960,-17.25,-0.28,-16.97
0.980,-17.50,-0.28,-17.22
1.000,-17.75,-0.29,-17.46
1.020,-18.00,-0.30,-17.70
1.040,-18.25,-0.00,-18.25
1.060,-18.50,-0.32,-18.18
1.080,-18.75,-0.33,-18.42
1.100,-19.00,-0.34,-18.66
1.140,-19.50,-0.37,-19.13
1.180,-20.00,-0.41,-19.59
1.220,-20.50,-0.46,-20.04
1.240,-20.75,-0.49,-20.26
1.260,-21.00,-0.52,-20.48
1.340,-22.00,-0.67,-21.33
1.360,-22.25,-0.72,-21.53
1.380,-22.50,-0.77,-21.73
1.420,-23.00,-0.87,-22.13
1.440,-23.25,-0.93,-22.32
1.480,-23.75,-1.07,-22.68
1.500,-24.00,-1.14,-22.86
1.520,-24.25,-2.00,-22.25
1.540,-24.50,-1.30,-23.20
1.560,-24.75,-1.39,-23.36
-0.395,-25.00,-7.54,-17.46
-0.160,-25.00,-7.85,-17.15
-0.158,-25.00,-816.00,791.00
2.220,0.00,-847.00,847.00
2.240,-25.00,-8.78,-16.22
2.260,-25.00,-9.09,-15.91
2.280,-25.00,-9.40,-15.60
2.300,-25.00,-9.71,-15.29
2.320,-25.00,-10.02,-14.98
2.340,-25.00,-10.32,-14.68
2.360,-25.00,-10.63,-14.37
2.380,-25.00,-10.93,-14.07
2.420,-25.00,-11.52,-13.48
2.440,-25.00,-11.81,-13.19
2.480,-25.00,-12.37,-12.63
2.500,-25.00,-12.64,-12.36
2.540,-25.00,-13.17,-11.83
2.560,-0.00,-13.42,13.42
2.580,-25.00,-13.67,-11.33
2.600,-25.00,-13.91,-11.09
2.640,-25.00,-14.37,-10.63
2.680,-25.00,-14.80,-10.20
2.700,-25.00,-15.00,-10.00
2.720,-25.00,-15.20,-9.80
2.760,-25.00,-15.58,-9.42
2.780,-25.00,-15.77,-9.23
2.800,-25.00,-15.94,-9.06
2.820,-25.00,-16.11,-8.89
2.840,0.00,-16.28,16.28
2.900,-25.00,-16.75,-8.25
2.920,-25.00,-16.90,-8.10
2.960,-25.00,-17.18,-7.82
2.980,-25.00,-17.32,-7.68
3.020,-25.00,-17.58,-7.42
3.040,-25.00,-17.71,-7.29
3.080,-25.00,-17.96,-7.04
3.100,-25.00,-18.08,-6.92
3.120,-25.00,-18.20,-6.80
3.140,-25.00,-18.31,-6.69
3.160,-25.00,-18.43,-6.57
3.180,-25.00,-18.54,-6.46
3.220,0.00,-18.76,18.76
3.280,-25.00,-19.08,-5.92
3.300,-25.00,-19.18,-5.82
3.320,-25.00,-19.28,-5.72
3.360,-25.00,-19.47,-5.53
3.380,-25.00,-19.56,-5.44
3.400,-25.00,-19.60,-5.40
3.440,-25.00,-19.83,-5.17
3.460,-25.00,-19.92,-5.08
3.480,0.00,-20.00,20.00
3.500,-25.00,-20.08,-4.92
3.520,-25.00,-20.16,-4.84
3.540,-2.00,-20.24,18.24
3.560,-25.00,-20.32,-4.68
3.580,-25.00,-20.40,-4.60
3.620,-25.00,-20.54,-4.46
3.660,-25.00,-20.69,-4.31
3.700,-25.00,-20.83,-4.17
3.720,-25.00,-20.90,-4.10
3.740,-25.00,-20.97,-4.03
3.760,-25.00,-21.04,-3.96
3.780,-25.00,-21.11,-3.89
3.800,0.00,-21.18,21.18
3.840,-25.00,-21.31,-3.69
3.860,-25.00,-21.38,-3.62
3.880,-25.00,-21.45,-3.55
3.900,-25.00,-21.52,-3.48
3.940,-25.00,-21.65,-3.35
3.960,-25.00,-21.71,-3.29
3.980,-25.00,-21.78,-3.22
4.000,-25.00,-21.85,-3.15
4.020,-25.00,-21.91,-3.09
4.060,-25.00,-22.04,-2.96
4.080,-25.00,-22.11,-2.89
4.100,-25.00,-22.18,-2.82
4.140,-25.00,-22.31,-2.69
4.160,-25.00,-22.38,-2.62
4.180,-25.00,-22.45,-2.55
4.220,-25.00,-22.59,-2.41
4.240,-25.00,-22.65,-2.35
4.280,-25.00,-22.79,-2.21
4.300,-25.00,-22.87,-2.13
4.320,-25.00,-22.94,-2.06
5.220,-25.00,-26.03,1.03
5.240,-25.00,-26.10,1.10
5.260,-25.00,-26.17,1.17
5.280,-200.00,-26.23,-173.77
5.300,-25.00,-26.29,1.29
5.320,-20.00,-26.36,6.36
5.340,-25.00,-26.42,1.42
5.380,-25.00,-26.55,1.55
5.400,-25.00,-26.61,1.61
5.440,-25.00,-26.74,1.74
5.460,-25.00,-26.80,1.80
5.500,-25.00,-26.92,1.92
5.560,-25.00,-27.10,2.10
5.580,-25.00,-27.16,2.16
5.600,-25.00,-27.21,2.21
5.620,-25.00,-27.27,2.27
5.640,-25.00,-27.33,2.33
5.660,-25.00,-27.39,2.39
5.680,-25.00,-27.45,2.45
5.720,-25.00,-27.56,2.56
5.760,-25.00,-27.67,2.67
5.780,-25.00,-27.73,2.73
5.800,-25.00,-27.78,2.78
5.820,-25.00,-27.84,2.84
5.840,-25.00,-27.89,2.89
5.860,-25.00,-27.95,2.95
5.880,-25.00,-28.00,3.00
5.920,-25.00,-28.11,3.11
5.940,-25.00,-28.16,3.16
5.960,-25.00,-28.21,3.21
6.000,-25.00,-28.32,3.32
6.040,-25.00,-28.42,3.42
6.080,-25.00,-28.52,3.52
6.100,-25.00,-28.57,3.57
6.140,-25.00,-28.67,3.67
6.160,-25.00,-28.72,3.72
6.180,-25.00,-28.76,3.76
6.200,-25.00,-28.81,3.81
6.220,-25.00,-28.86,3.86
6.240,-25.00,1.00,-26.00
6.260,-25.00,-28.96,3.96
6.300,-25.00,-26.00,1.00
6.320,-25.00,-29.11,4.11
6.340,-25.00,-29.15,4.15
6.360,-25.00,-29.20,4.20
6.400,-25.00,-29.30,4.30
6.440,-25.00,-29.40,4.40
6.520,-25.00,-29.60,4.60
6.540,-25.00,-29.65,4.65
-0.400,-24.73,-29.80,5.07
-0.380,-24.47,-29.85,5.38
-0.360,-24.20,-29.90,5.70
-0.340,-23.93,-29.95,6.02
-0.320,-23.67,-30.00,6.33
-0.300,-23.40,-30.05,6.65
-0.280,-23.13,-30.10,6.97
-0.260,-22.87,-30.15,7.28
-0.240,-22.60,-30.20,7.60
-0.220,-22.33,-30.25,7.92
-0.180,-21.80,-30.34,8.54
-0.160,-21.53,-30.39,8.86
-0.140,7.00,-30.44,37.44
-0.120,-21.00,9.00,-30.00
-0.080,-20.47,-39.00,18.53
-0.060,-20.20,-30.63,10.43
-0.040,-19.93,-30.68,10.75
-0.020,-19.67,-30.73,11.06
0.000,-19.40,7.00,-26.40
0.020,-19.13,-30.82,11.69
0.060,-18.60,1.00,-19.60
0.080,-18.33,-30.95,12.62
0.100,-18.07,-31.00,12.93
0.120,-17.80,-31.04,13.24
0.160,-17.27,-31.13,13.86
0.180,-17.00,-31.17,14.17
0.200,-16.73,-31.21,14.48
0.220,-16.47,-31.26,14.79
0.240,-16.20,-31.30,15.10
0.260,-15.93,-31.34,15.41
0.280,-15.67,-31.39,15.72
0.300,-15.40,-31.43,16.03
0.340,-14.87,-31.51,16.64
0.360,-14.60,-31.56,16.96
0.380,-14.33,-31.60,17.27
0.400,-14.07,-31.64,17.57
0.420,-13.80,-31.68,17.88
0.440,-13.53,-31.73,18.20
0.460,-13.27,-31.77,18.50
0.480,0.00,-31.81,31.81
0.500,-12.73,-31.86,19.13
0.520,-12.47,-31.90,19.43
0.540,-12.20,-31.94,19.74
0.560,-11.93,-31.99,20.06
0.580,-11.67,-32.03,20.36
0.620,-11.13,-32.12,20.99
0.640,-10.87,-32.16,21.29
0.660,-0.00,-32.21,32.21
0.680,-10.33,-32.26,21.93
0.700,7.00,-32.31,39.31
0.740,-9.53,-32.40,22.87
0.760,-9.27,-32.45,23.18
0.800,-8.73,-32.56,23.83
0.820,-8.47,-32.61,24.14
0.900,-7.40,-32.83,25.43
0.940,-6.87,-32.95,26.08
0.960,-6.60,-33.01,26.41
1.000,-6.07,-33.14,27.07
1.040,-5.53,-33.27,27.74
1.060,-5.27,-33.34,28.07
1.100,-4.73,-33.48,28.75
1.780,4.33,-37.41,41.74
1.920,6.20,-38.63,44.83
2.000,7.27,-39.38,46.65
2.020,7.53,-39.57,47.10
2.040,7.80,7.00,0.80
2.060,8.00,-39.96,47.96
2.080,8.30,-40.16,48.46
2.100,8.60,-40.36,48.96
2.120,8.87,-405.00,413.87
2.160,9.40,-40.95,50.35
2.180,9.67,-41.16,50.83
2.200,9.93,-41.36,51.29
2.220,10.20,-41.56,51.76
2.240,10.47,-41.76,52.23
2.280,11.00,-42.16,53.16
2.320,11.53,-42.57,54.10
2.380,12.33,-43.17,55.50
2.420,12.87,-43.57,56.44
2.460,13.40,-43.97,57.37
2.500,13.93,-44.36,58.29
2.520,14.20,-44.56,58.76
2.540,14.47,6.00,8.47
2.560,14.73,-44.95,59.68
3.340,15.00,-52.02,67.02
3.360,15.00,-52.17,67.17
3.380,15.00,-52.32,67.32
3.400,15.00,-52.48,67.48
3.420,15.00,-52.62,67.62
3.440,15.00,-52.77,67.77
3.460,15.00,-52.92,67.92
3.480,15.00,-53.06,68.06
3.500,15.00,-53.20,68.20
3.540,15.00,-53.48,68.48
3.620,15.00,-54.02,69.02
3.640,15.00,-5.00,20.00
3.660,15.00,-54.28,69.28
3.680,15.00,-54.41,69.41
3.700,15.00,-54.54,69.54
3.720,15.00,-54.66,69.66
3.740,15.00,-54.79,69.79
3.760,15.00,-54.91,69.91
3.780,15.00,-55.03,70.03
3.800,15.00,-55.15,70.15
3.820,15.00,-55.27,70.27
3.840,15.00,-55.39,70.39
3.880,15.00,-55.61,70.61
3.900,15.00,-55.72,70.72
3.920,15.00,-55.83,70.83
3.960,15.00,-56.04,71.04
3.980,15.00,-56.15,71.15
4.000,15.00,-56.25,71.25
4.020,15.00,-56.35,71.35
4.040,15.00,-56.45,71.45
4.060,15.00,-56.55,71.55
4.080,15.00,-56.64,71.64
4.100,15.00,-56.74,71.74
4.120,15.00,-56.83,71.83
4.140,15.00,-56.93,71.93
4.180,15.00,-57.11,72.11
4.200,15.00,-57.20,72.20
4.220,15.00,-57.28,72.28
4.240,15.00,-57.37,72.37
4.260,15.00,-57.45,72.45
4.280,15.00,-57.54,72.54
4.300,15.00,-57.62,72.62
4.340,15.00,-57.79,72.79
4.380,15.00,-57.95,72.95
4.420,15.00,-58.10,73.10
4.440,15.00,-58.18,73.18
4.460,15.00,-58.26,73.26
4.480,15.00,-58.34,73.34
4.520,15.00,-58.49,73.49
4.540,15.00,-58.57,73.57
4.560,15.00,-58.64,73.64
4.600,15.00,9.00,6.00
4.620,15.00,-58.87,73.87
4.640,15.00,-58.95,73.95
4.720,15.00,-59.25,74.25
4.740,15.00,-59.33,74.33
4.760,15.00,-59.41,74.41
-0.415,15.00,-61.98,76.98
-0.415,15.00,-62.10,77.10
-0.363,15.00,-62.22,77.22
5.360,15.00,-62.34,77.34
0.160,15.00,-62.47,77.47
5.400,15.00,-62.59,77.59
5.420,15.00,-62.72,77.72
5.440,15.00,-62.85,77.85
5.480,15.00,-63.12,78.12
5.500,15.00,-63.26,78.26
5.520,15.00,-63.40,78.40
5.540,15.00,-63.55,78.55
5.560,15.00,-63.69,78.69
5.580,15.00,-63.84,78.84
5.620,15.00,-64.14,79.14
5.640,15.00,-64.29,79.29
5.660,15.00,-64.44,79.44
5.680,15.00,-64.60,79.60
5.720,15.00,-64.91,79.91
5.740,15.00,-65.07,80.07
5.760,15.00,-65.24,80.24
5.800,15.00,-65.56,80.56
5.820,15.00,-65.73,80.73
5.840,15.00,-65.90,80.90
5.860,15.00,-66.07,81.07
5.880,15.00,-66.24,81.24
5.900,15.00,-66.41,81.41
5.920,15.00,-66.58,81.58
5.940,15.00,-66.76,81.76
5.960,15.00,-66.93,81.93
5.980,15.00,-67.11,82.11
6.000,15.00,-67.29,82.29
6.020,15.00,-67.46,82.46
6.040,15.00,-67.64,82.64
6.060,15.00,-67.82,82.82
6.080,15.00,-68.00,83.00
6.100,15.00,-68.18,83.18
6.120,15.00,-68.35,83.35
6.140,15.00,-68.53,83.53
6.160,15.00,-68.71,83.71
6.180,15.00,-68.89,83.89
6.200,15.00,-69.07,84.07
6.220,15.00,-69.24,84.24
6.240,15.00,-69.42,84.42
6.260,15.00,-69.59,84.59
6.280,15.00,-69.77,84.77
6.300,15.00,-69.94,84.94
6.320,15.00,-70.11,85.11
6.340,15.00,-70.29,85.29
6.360,15.00,-70.45,85.45
