time_s,target_deg,measured_deg,error_deg
5.360,0.00,0.98,-0.98
5.380,0.00,0.98,-0.98
5.400,0.00,0.98,-0.98
5.420,0.00,0.98,-0.98
5.440,0.00,0.98,-0.98
5.460,0.00,0.98,-0.98
-8.979,0.00,0.95,-0.95
-8.979,0.00,0.94,-0.94
-8.966,0.00,0.94,-0.94
-8.831,0.00,0.94,-0.94
-7.482,0.00,0.94,-0.94
6.020,0.00,0.94,-0.94
-7.478,0.00,0.94,-0.94
-7.476,0.00,0.93,-0.93
-7.474,0.00,0.93,-0.93
-7.472,0.00,0.93,-0.93
-7.470,0.00,0.93,-0.93
-7.468,0.00,0.93,-0.93
-7.466,0.00,0.92,-0.92
-7.464,0.00,0.92,-0.92
6.220,0.00,0.92,-0.92
6.260,0.00,0.92,-0.92
6.280,0.00,0.91,-0.91
6.300,0.00,0.91,-0.91
6.320,0.00,0.91,-0.91
6.340,0.00,0.91,-0.91
6.360,0.00,0.91,-0.91
6.380,0.00,0.91,-0.91
6.400,0.00,0.90,-0.90
6.420,0.00,0.90,-0.90
6.460,0.00,0.90,-0.90
6.500,0.00,0.89,-0.89
6.560,0.00,0.89,-0.89
6.580,0.00,0.89,-0.89
6.600,0.00,0.88,-0.88
6.620,0.00,0.88,-0.88
6.640,0.00,0.88,-0.88
6.660,0.00,0.88,-0.88
6.680,0.00,0.87,-0.87
6.700,0.00,0.87,-0.87
6.720,0.00,0.87,-0.87
6.740,0.00,0.87,-0.87
6.760,0.00,0.87,-0.87
6.780,0.00,0.86,-0.86
6.800,0.00,0.86,-0.86
6.820,0.00,0.86,-0.86
6.840,0.00,0.86,-0.86
6.860,0.00,0.86,-0.86
6.880,0.00,0.85,-0.85
6.900,0.00,0.85,-0.85
6.920,0.00,0.85,-0.85
6.940,0.00,0.85,-0.85
6.960,0.00,0.84,-0.84
6.980,0.00,0.84,-0.84
7.000,0.00,0.84,-0.84
7.020,0.00,0.84,-0.84
7.040,0.00,0.84,-0.84
7.060,0.00,0.83,-0.83
7.080,0.00,0.83,-0.83
7.100,0.00,0.83,-0.83
7.120,0.00,0.83,-0.83
7.140,0.00,0.82,-0.82
7.160,0.00,0.82,-0.82
7.180,0.00,0.82,-0.82
7.200,0.00,0.82,-0.82
7.220,0.00,0.81,-0.81
7.240,0.00,0.81,-0.81
7.260,0.00,0.81,-0.81
7.280,0.00,0.81,-0.81
7.300,0.00,0.80,-0.80
7.320,0.00,0.80,-0.80
7.340,0.00,0.80,-0.80
7.360,0.00,0.80,-0.80
7.380,0.00,0.79,-0.79
7.400,0.00,0.79,-0.79
7.420,0.00,0.79,-0.79
7.440,0.00,0.78,-0.78
7.460,0.00,0.78,-0.78
7.480,0.00,0.78,-0.78
7.500,0.00,0.78,-0.78
7.520,0.00,0.77,-0.77
7.540,0.00,0.77,-0.77
7.560,0.00,0.77,-0.77
7.580,0.00,0.76,-0.76
7.600,0.00,0.76,-0.76
7.620,0.00,0.75,-0.75
7.640,0.00,0.75,-0.75
7.660,0.00,0.75,-0.75
7.680,0.00,0.74,-0.74
7.700,0.00,0.74,-0.74
7.720,0.00,0.73,-0.73
7.740,0.00,0.73,-0.73
7.760,0.00,0.72,-0.72
7.780,0.00,0.72,-0.72
7.800,0.00,0.72,-0.72
7.820,0.00,0.71,-0.71
8.540,0.00,0.52,-0.52
8.560,0.00,0.52,-0.52
8.580,0.00,0.51,-0.51
8.600,0.00,0.51,-0.51
8.620,0.00,0.50,-0.50
8.640,0.00,0.50,-0.50
8.660,0.00,0.49,-0.49
8.680,0.00,0.49,-0.49
8.700,0.00,0.48,-0.48
8.720,0.00,0.48,-0.48
8.740,0.00,0.47,-0.47
8.760,0.00,0.47,-0.47
8.780,0.00,0.46,-0.46
8.800,0.00,0.46,-0.46
8.820,0.00,0.45,-0.45
8.840,0.00,0.45,-0.45
8.860,0.00,0.44,-0.44
8.880,0.00,0.44,-0.44
8.900,0.00,0.43,-0.43
8.920,0.00,0.42,-0.42
8.940,0.00,0.42,-0.42
8.960,0.00,0.41,-0.41
8.980,0.00,0.41,-0.41
9.000,0.00,0.40,-0.40
9.020,0.00,0.40,-0.40
9.040,0.00,0.39,-0.39
9.060,0.00,0.39,-0.39
9.080,0.00,0.38,-0.38
9.100,0.00,0.37,-0.37
9.120,0.00,0.37,-0.37
9.140,0.00,0.36,-0.36
9.160,0.00,0.36,-0.36
9.180,0.00,0.35,-0.35
9.200,0.00,0.35,-0.35
9.220,0.00,0.34,-0.34
9.240,0.00,0.34,-0.34
9.260,0.00,0.33,-0.33
9.280,0.00,0.33,-0.33
9.300,0.00,0.32,-0.32
9.320,0.00,0.32,-0.32
9.340,0.00,0.31,-0.31
9.360,0.00,0.31,-0.31
9.380,0.00,0.30,-0.30
9.400,0.00,0.30,-0.30
9.420,0.00,0.30,-0.30
9.440,0.00,0.29,-0.29
9.460,0.00,0.29,-0.29
9.480,0.00,0.29,-0.29
9.500,0.00,0.28,-0.28
9.520,0.00,0.28,-0.28
9.540,0.00,0.28,-0.28
9.560,0.00,0.27,-0.27
9.580,0.00,0.27,-0.27
9.600,0.00,0.27,-0.27
9.620,0.00,0.27,-0.27
9.640,0.00,0.26,-0.26
9.660,0.00,0.26,-0.26
9.680,0.00,0.26,-0.26
9.700,0.00,0.26,-0.26
9.720,0.00,0.25,-0.25
-8.979,0.00,0.20,-0.20
-8.961,0.00,0.20,-0.20
-8.788,0.00,0.20,-0.20
-8.788,0.00,0.20,-0.20
-7.056,0.00,0.19,-0.19
-7.054,0.00,0.19,-0.19
-7.052,0.00,0.19,-0.19
-7.050,0.00,0.19,-0.19
-7.048,0.00,0.18,-0.18
-7.046,0.00,0.18,-0.18
-7.044,0.00,0.18,-0.18
-7.042,0.00,0.18,-0.18
-7.040,0.00,0.18,-0.18
10.440,0.00,0.18,-0.18
10.460,0.00,0.17,-0.17
10.480,0.00,0.17,-0.17
10.500,0.00,0.17,-0.17
10.520,0.00,0.17,-0.17
10.540,0.00,0.17,-0.17
10.560,0.00,0.16,-0.16
10.580,0.00,0.16,-0.16
10.600,0.00,0.16,-0.16
10.640,0.00,0.16,-0.16
10.680,0.00,0.15,-0.15
10.700,0.00,0.15,-0.15
10.720,0.00,0.15,-0.15
10.740,0.00,0.14,-0.14
10.760,0.00,0.14,-0.14
10.780,0.00,0.14,-0.14
10.800,0.00,0.14,-0.14
10.820,0.00,0.13,-0.13
10.840,0.00,0.13,-0.13
10.860,0.00,0.13,-0.13
10.880,0.00,0.13,-0.13
10.960,0.00,0.11,-0.11
10.980,0.00,0.11,-0.11
11.000,0.00,0.11,-0.11
11.020,0.00,0.11,-0.11
11.040,0.00,0.11,-0.11
11.060,0.00,0.10,-0.10
11.080,0.00,0.10,-0.10
11.100,0.00,0.10,-0.10
11.120,0.00,0.10,-0.10
11.160,0.00,0.10,-0.10
11.180,0.00,0.10,-0.10
11.200,0.00,0.10,-0.10
11.220,0.00,0.10,-0.10
11.240,0.00,0.09,-0.09
11.260,0.00,0.09,-0.09
11.280,0.00,0.09,-0.09
11.300,0.00,0.09,-0.09
11.340,0.00,0.09,-0.09
11.360,0.00,0.09,-0.09
11.380,0.00,0.09,-0.09
11.400,0.00,0.09,-0.09
11.420,0.00,0.09,-0.09
11.440,0.00,0.09,-0.09
11.460,0.00,0.10,-0.10
11.480,0.00,10.00,-10.00
11.500,0.00,0.10,-0.10
11.520,0.00,0.10,-0.10
11.540,0.00,0.10,-0.10
11.580,0.00,0.10,-0.10
11.600,0.00,0.10,-0.10
11.620,0.00,0.10,-0.10
11.640,0.00,0.10,-0.10
11.660,0.00,0.10,-0.10
11.680,0.00,0.10,-0.10
11.700,0.00,0.10,-0.10
11.720,0.00,0.10,-0.10
11.740,0.00,0.10,-0.10
11.760,0.00,0.10,-0.10
11.800,0.00,0.10,-0.10
11.840,0.00,0.10,-0.10
11.880,0.00,0.11,-0.11
11.900,0.00,0.11,-0.11
11.940,0.00,0.11,-0.11
11.980,0.00,0.11,-0.11
12.000,0.00,0.11,-0.11
12.020,0.00,0.11,-0.11
12.040,0.00,0.11,-0.11
12.060,0.00,0.11,-0.11
12.780,0.00,0.10,-0.10
12.820,0.00,0.09,-0.09
12.840,0.00,0.09,-0.09
12.860,0.00,0.09,-0.09
12.880,0.00,0.09,-0.09
12.900,0.00,0.09,-0.09
12.920,0.00,0.09,-0.09
12.940,0.00,0.09,-0.09
12.960,0.00,0.08,-0.08
12.980,0.00,0.08,-0.08
13.000,0.00,0.08,-0.08
13.020,0.00,0.08,-0.08
13.040,0.00,0.08,-0.08
13.060,0.00,0.08,-0.08
13.100,0.00,0.07,-0.07
13.120,0.00,0.07,-0.07
13.140,0.00,0.07,-0.07
13.160,0.00,0.07,-0.07
13.180,0.00,0.06,-0.06
13.200,0.00,0.06,-0.06
13.220,0.00,0.06,-0.06
13.240,0.00,0.06,-0.06
13.260,0.00,0.06,-0.06
13.300,0.00,0.05,-0.05
13.320,0.00,0.05,-0.05
13.360,0.00,0.05,-0.05
13.380,0.00,0.05,-0.05
13.400,0.00,0.05,-0.05
13.420,0.00,0.05,-0.05
13.440,0.00,0.04,-0.04
13.460,0.00,0.04,-0.04
13.500,0.00,0.04,-0.04
13.540,0.00,0.04,-0.04
13.560,0.00,0.04,-0.04
13.580,0.00,0.03,-0.03
13.600,0.00,0.03,-0.03
13.620,0.00,0.03,-0.03
13.640,0.00,0.03,-0.03
13.660,0.00,0.03,-0.03
13.720,0.00,0.03,-0.03
13.740,0.00,0.03,-0.03
13.780,0.00,0.03,-0.03
13.800,0.00,0.03,-0.03
13.820,0.00,0.03,-0.03
13.860,0.00,0.03,-0.03
13.900,0.00,0.03,-0.03
13.920,0.00,0.03,-0.03
13.960,0.00,0.03,-0.03
-8.978,0.00,0.03,-0.03
-8.957,0.00,0.03,-0.03
-8.746,0.00,0.03,-0.03
-6.632,0.00,0.03,-0.03
-6.630,0.00,0.03,-0.03
-6.628,0.00,0.03,-0.03
-6.626,0.00,0.03,-0.03
-6.624,0.00,0.03,-0.03
-6.622,0.00,0.03,-0.03
-6.620,0.00,0.03,-0.03
-6.616,0.00,3.00,-3.00
14.720,0.00,0.03,-0.03
14.740,0.00,0.03,-0.03
14.760,0.00,0.03,-0.03
14.780,0.00,0.03,-0.03
14.800,0.00,0.03,-0.03
14.860,0.00,0.03,-0.03
14.880,0.00,0.03,-0.03
14.900,0.00,0.03,-0.03
14.920,0.00,0.02,-0.02
14.940,0.00,0.02,-0.02
14.980,0.00,0.02,-0.02
15.000,0.00,0.02,-0.02
15.020,0.00,0.02,-0.02
15.060,0.00,0.02,-0.02
15.080,0.00,0.02,-0.02
15.100,0.00,0.02,-0.02
15.120,0.00,0.02,-0.02
15.140,0.00,0.02,-0.02
15.160,0.00,2.00,-2.00
15.180,0.00,0.02,-0.02
15.200,0.00,0.02,-0.02
15.220,0.00,0.02,-0.02
15.240,0.00,0.02,-0.02
15.260,0.00,0.02,-0.02
15.300,0.00,0.02,-0.02
15.320,0.00,0.02,-0.02
15.360,0.00,0.02,-0.02
15.380,0.00,0.02,-0.02
15.400,0.00,0.02,-0.02
15.420,0.00,0.02,-0.02
15.440,0.00,0.02,-0.02
15.460,0.00,0.02,-0.02
15.480,0.00,0.02,-0.02
15.500,0.00,0.02,-0.02
15.520,0.00,0.03,-0.03
15.540,0.00,0.03,-0.03
15.600,0.00,0.00,0.00
15.620,0.00,0.03,-0.03
15.640,0.00,0.03,-0.03
15.660,0.00,0.03,-0.03
15.680,0.00,0.04,-0.04
15.720,0.00,0.04,-0.04
15.740,0.00,0.04,-0.04
15.760,0.00,0.04,-0.04
15.800,0.00,0.04,-0.04
15.820,0.00,0.04,-0.04
15.840,0.00,0.05,-0.05
15.880,0.00,0.05,-0.05
15.900,0.00,0.05,-0.05
15.920,0.00,0.05,-0.05
15.940,0.00,0.05,-0.05
15.960,0.00,0.05,-0.05
15.980,0.00,0.05,-0.05
16.020,0.00,0.06,-0.06
16.040,0.00,0.06,-0.06
16.060,0.00,0.06,-0.06
16.080,0.00,0.06,-0.06
16.100,0.00,0.06,-0.06
16.160,0.00,0.06,-0.06
16.180,0.00,0.07,-0.07
16.220,0.00,0.07,-0.07
16.240,0.00,0.07,-0.07
16.320,0.00,0.08,-0.08
17.080,0.00,0.16,-0.16
17.100,0.00,0.16,-0.16
17.120,0.00,0.16,-0.16
17.140,0.00,0.16,-0.16
17.160,0.00,0.16,-0.16
17.180,0.00,0.17,-0.17
17.200,0.00,0.17,-0.17
17.220,0.00,0.17,-0.17
17.240,0.00,298.00,-298.00
17.260,0.00,0.17,-0.17
17.280,0.00,0.18,-0.18
17.300,0.00,0.18,-0.18
17.320,0.00,0.18,-0.18
17.340,0.00,8.00,-8.00
17.360,0.00,0.19,-0.19
17.380,0.00,0.19,-0.19
17.400,0.00,0.19,-0.19
17.420,0.00,0.19,-0.19
17.440,0.00,0.19,-0.19
17.460,0.00,0.20,-0.20
17.480,0.00,0.20,-0.20
17.500,0.00,0.20,-0.20
17.520,0.00,0.20,-0.20
17.560,0.00,0.21,-0.21
17.580,0.00,293.00,-293.00
17.600,0.00,0.21,-0.21
17.620,0.00,0.22,-0.22
17.640,0.00,0.22,-0.22
17.660,0.00,0.22,-0.22
17.680,0.00,0.23,-0.23
17.700,0.00,0.23,-0.23
17.720,0.00,0.23,-0.23
17.740,0.00,0.23,-0.23
17.760,0.00,0.24,-0.24
17.780,0.00,0.24,-0.24
17.800,0.00,24.00,-24.00
17.840,0.00,0.25,-0.25
17.860,0.00,0.25,-0.25
17.880,0.00,0.26,-0.26
17.900,0.00,0.26,-0.26
17.920,0.00,0.26,-0.26
17.940,0.00,0.27,-0.27
17.980,0.00,0.27,-0.27
18.000,0.00,0.28,-0.28
18.020,0.00,0.28,-0.28
18.040,0.00,0.28,-0.28
18.100,0.00,0.29,-0.29
18.120,0.00,0.30,-0.30
18.180,0.00,0.31,-0.31
18.200,0.00,0.31,-0.31
-8.978,0.00,0.38,-0.38
-8.953,0.00,0.39,-0.39
-8.703,0.00,0.39,-0.39
18.820,0.00,0.39,-0.39
-6.198,0.00,0.40,-0.40
-6.196,0.00,0.40,-0.40
-6.194,0.00,0.40,-0.40
-6.192,0.00,0.00,0.00
-6.190,0.00,0.41,-0.41
-6.188,0.00,0.41,-0.41
-6.186,0.00,0.41,-0.41
-6.184,0.00,0.42,-0.42
19.000,0.00,0.42,-0.42
19.040,0.00,0.42,-0.42
19.060,0.00,0.43,-0.43
19.080,0.00,0.43,-0.43
19.100,0.00,0.43,-0.43
19.120,0.00,0.43,-0.43
19.140,0.00,0.44,-0.44
19.180,0.00,0.44,-0.44
19.240,0.00,0.45,-0.45
19.300,0.00,0.46,-0.46
19.320,0.00,0.46,-0.46
19.340,0.00,0.47,-0.47
19.360,0.00,0.47,-0.47
19.380,0.00,0.47,-0.47
19.400,0.00,0.48,-0.48
19.420,0.00,0.48,-0.48
19.440,0.00,0.49,-0.49
19.460,0.00,0.49,-0.49
19.480,0.00,0.49,-0.49
19.500,0.00,0.50,-0.50
19.520,0.00,50.00,-50.00
19.540,0.00,0.50,-0.50
19.560,0.00,0.51,-0.51
19.580,0.00,0.51,-0.51
19.600,0.00,0.51,-0.51
19.620,0.00,0.52,-0.52
19.660,0.00,0.52,-0.52
19.700,0.00,0.53,-0.53
19.720,0.00,0.54,-0.54
19.760,0.00,0.54,-0.54
19.780,0.00,0.55,-0.55
19.860,0.00,0.56,-0.56
19.900,0.00,0.57,-0.57
19.920,0.00,0.57,-0.57
19.960,0.00,58.00,-58.00
19.980,0.00,0.59,-0.59
20.000,0.00,0.59,-0.59
20.020,0.00,0.60,-0.60
20.040,0.00,0.60,-0.60
20.060,0.00,0.60,-0.60
20.080,0.00,0.00,0.00
20.100,0.00,0.61,-0.61
20.120,0.00,0.62,-0.62
20.140,0.00,0.62,-0.62
20.160,0.00,0.62,-0.62
20.180,0.00,0.63,-0.63
20.200,0.00,0.63,-0.63
20.240,0.00,0.64,-0.64
20.260,0.00,0.64,-0.64
20.280,0.00,65.00,-65.00
20.300,0.00,0.65,-0.65
20.320,0.00,0.65,-0.65
20.340,0.00,0.66,-0.66
20.360,0.00,0.66,-0.66
20.380,0.00,0.66,-0.66
20.400,0.00,0.67,-0.67
20.420,0.00,0.67,-0.67
20.440,0.00,0.67,-0.67
20.460,0.00,0.68,-0.68
20.480,0.00,0.68,-0.68
20.500,0.00,0.68,-0.68
20.520,0.00,0.69,-0.69
20.540,0.00,0.69,-0.69
20.560,0.00,0.69,-0.69
20.580,0.00,0.69,-0.69
20.600,0.00,0.70,-0.70
20.640,0.00,0.70,-0.70
20.660,0.00,0.70,-0.70
20.680,0.00,0.71,-0.71
21.380,0.00,0.77,-0.77
21.420,0.00,0.77,-0.77
21.440,0.00,0.77,-0.77
21.480,0.00,0.77,-0.77
21.520,0.00,0.77,-0.77
21.540,0.00,0.77,-0.77
21.560,0.00,0.77,-0.77
21.580,0.00,0.78,-0.78
21.600,0.00,0.78,-0.78
21.620,0.00,0.78,-0.78
21.640,0.00,0.78,-0.78
21.660,0.00,0.78,-0.78
21.680,0.00,0.78,-0.78
21.700,0.00,0.78,-0.78
21.720,0.00,0.78,-0.78
21.740,0.00,78.00,-78.00
21.760,0.00,8.00,-8.00
21.800,0.00,0.78,-0.78
21.820,0.00,0.78,-0.78
21.840,0.00,0.78,-0.78
21.860,0.00,0.78,-0.78
21.880,0.00,0.78,-0.78
21.900,0.00,0.78,-0.78
21.920,0.00,0.78,-0.78
21.940,0.00,0.78,-0.78
21.980,0.00,0.78,-0.78
22.000,0.00,0.78,-0.78
22.020,0.00,0.78,-0.78
22.060,0.00,0.78,-0.78
22.100,0.00,0.78,-0.78
22.120,0.00,0.78,-0.78
22.140,0.00,0.78,-0.78
22.180,0.00,0.78,-0.78
22.200,0.00,0.78,-0.78
22.220,0.00,0.78,-0.78
22.260,0.00,0.78,-0.78
22.280,0.00,0.78,-0.78
22.320,0.00,0.78,-0.78
22.340,0.00,0.78,-0.78
22.360,0.00,0.78,-0.78
22.380,0.00,0.78,-0.78
22.400,0.00,0.78,-0.78
22.420,0.00,0.78,-0.78
22.460,0.00,0.78,-0.78
22.480,0.00,0.78,-0.78
22.500,0.00,0.78,-0.78
22.520,0.00,0.78,-0.78
22.580,0.00,0.78,-0.78
22.600,0.00,0.78,-0.78
22.620,0.00,0.78,-0.78
22.640,0.00,0.78,-0.78
-8.977,0.00,0.78,-0.78
-8.948,0.00,0.78,-0.78
-8.659,0.00,78.00,-78.00
-5.760,0.00,0.78,-0.78
-5.756,0.00,0.78,-0.78
-5.754,0.00,0.78,-0.78
-5.752,0.00,0.78,-0.78
-5.750,0.00,0.78,-0.78
-5.748,0.00,0.78,-0.78
-5.746,0.00,0.78,-0.78
-5.744,0.00,0.78,-0.78
23.420,0.00,0.78,-0.78
23.440,0.00,0.00,0.00
23.460,0.00,0.78,-0.78
23.500,0.00,0.00,0.00
23.540,0.00,0.78,-0.78
23.560,0.00,0.78,-0.78
23.580,0.00,0.78,-0.78
23.600,0.00,0.78,-0.78
23.620,0.00,0.78,-0.78
23.640,0.00,0.78,-0.78
23.660,0.00,0.78,-0.78
23.680,0.00,0.78,-0.78
23.700,0.00,0.78,-0.78
23.760,0.00,0.77,-0.77
23.780,0.00,0.77,-0.77
23.800,0.00,0.77,-0.77
23.840,0.00,0.77,-0.77
23.860,0.00,0.77,-0.77
23.880,0.00,0.77,-0.77
23.900,0.00,0.77,-0.77
23.920,0.00,0.76,-0.76
23.960,0.00,0.76,-0.76
23.980,0.00,0.76,-0.76
24.000,0.00,0.76,-0.76
24.020,0.00,0.76,-0.76
24.040,0.00,0.76,-0.76
24.060,0.00,0.76,-0.76
24.080,0.00,0.76,-0.76
24.100,0.00,0.75,-0.75
24.120,0.00,0.75,-0.75
24.140,0.00,0.75,-0.75
24.160,0.00,0.75,-0.75
24.180,0.00,0.75,-0.75
24.200,0.00,0.75,-0.75
24.220,0.00,0.75,-0.75
24.240,0.00,0.75,-0.75
24.280,0.00,0.75,-0.75
24.320,0.00,0.75,-0.75
24.340,0.00,0.74,-0.74
24.360,0.00,0.74,-0.74
24.380,0.00,0.74,-0.74
-5.642,0.00,0.74,-0.74
24.420,0.00,0.74,-0.74
24.440,0.00,0.74,-0.74
24.460,0.00,0.74,-0.74
24.480,0.00,0.74,-0.74
24.500,0.00,0.74,-0.74
24.520,0.00,0.74,-0.74
24.540,0.00,0.74,-0.74
24.560,0.00,0.74,-0.74
24.580,0.00,0.73,-0.73
24.600,0.00,0.73,-0.73
24.620,0.00,0.73,-0.73
24.640,0.00,0.73,-0.73
24.680,0.00,0.73,-0.73
24.700,0.00,0.73,-0.73
24.720,0.00,0.73,-0.73
24.740,0.00,0.73,-0.73
24.760,0.00,0.73,-0.73
24.780,0.00,0.73,-0.73
24.800,0.00,0.72,-0.72
24.820,0.00,0.72,-0.72
24.840,0.00,0.72,-0.72
24.860,0.00,0.72,-0.72
24.880,0.00,0.72,-0.72
24.900,0.00,0.72,-0.72
24.920,0.00,0.72,-0.72
24.960,0.00,0.71,-0.71
24.980,0.00,0.71,-0.71
25.000,0.00,0.71,-0.71
25.080,0.00,0.70,-0.70
25.100,0.00,0.70,-0.70
25.120,0.00,0.70,-0.70
25.900,0.00,0.00,0.00
25.920,0.00,0.61,-0.61
25.940,0.00,0.61,-0.61
25.980,0.00,0.60,-0.60
26.000,0.00,0.60,-0.60
26.020,0.00,0.59,-0.59
26.040,0.00,0.59,-0.59
26.060,0.00,0.59,-0.59
26.080,0.00,0.59,-0.59
26.120,0.00,0.58,-0.58
26.140,0.00,0.58,-0.58
26.160,0.00,0.58,-0.58
26.180,0.00,0.57,-0.57
