time_s,target_deg,measured_deg,error_deg
26.200,0.00,0.57,-0.57
26.220,0.00,0.57,-0.57
26.240,0.00,0.56,-0.56
26.260,0.00,0.56,-0.56
26.280,0.00,0.56,-0.56
26.300,0.00,0.55,-0.55
26.320,0.00,0.55,-0.55
26.340,0.00,0.55,-0.55
26.380,0.00,0.54,-0.54
26.400,0.00,0.54,-0.54
26.420,0.00,0.54,-0.54
26.440,0.00,0.53,-0.53
26.460,0.00,0.53,-0.53
26.480,0.00,0.53,-0.53
26.500,0.00,0.52,-0.52
26.520,0.00,0.52,-0.52
26.540,0.00,0.52,-0.52
26.560,0.00,0.51,-0.51
26.580,0.00,0.51,-0.51
26.600,0.00,0.51,-0.51
26.620,0.00,0.50,-0.50
26.640,0.00,0.50,-0.50
26.660,0.00,49.00,-49.00
26.680,0.00,0.49,-0.49
26.700,0.00,0.49,-0.49
26.720,0.00,0.48,-0.48
26.740,0.00,0.48,-0.48
26.760,0.00,0.48,-0.48
26.800,0.00,0.47,-0.47
26.820,0.00,0.46,-0.46
26.840,0.00,0.46,-0.46
26.860,0.00,0.45,-0.45
26.880,0.00,0.45,-0.45
26.900,0.00,0.45,-0.45
26.920,0.00,0.44,-0.44
26.960,0.00,0.43,-0.43
26.980,0.00,0.43,-0.43
27.000,0.00,0.42,-0.42
27.020,0.00,0.42,-0.42
27.040,0.00,0.41,-0.41
27.060,0.00,0.40,-0.40
27.080,0.00,0.40,-0.40
27.100,0.00,0.39,-0.39
27.120,0.00,0.39,-0.39
27.140,0.00,0.38,-0.38
27.160,0.00,0.38,-0.38
-8.944,0.00,0.20,-0.20
-8.944,0.00,0.19,-0.19
-8.613,0.00,0.18,-0.18
-5.308,0.00,0.17,-0.17
-5.306,0.00,0.17,-0.17
27.780,0.00,0.16,-0.16
-5.302,0.00,0.15,-0.15
-5.300,0.00,0.14,-0.14
-5.294,0.00,0.12,-0.12
-5.292,0.00,0.12,-0.12
-5.290,0.00,0.11,-0.11
27.960,0.00,0.09,-0.09
27.980,0.00,0.09,-0.09
28.000,0.00,0.08,-0.08
28.020,0.00,0.07,-0.07
28.060,0.00,0.06,-0.06
28.080,0.00,0.05,-0.05
28.100,0.00,0.05,-0.05
28.120,0.00,0.04,-0.04
28.160,0.00,0.03,-0.03
28.180,0.00,0.02,-0.02
28.200,0.00,0.01,-0.01
28.220,0.00,0.01,-0.01
28.260,0.00,-0.01,0.01
28.280,0.00,-0.01,0.01
28.300,0.00,-0.02,0.02
28.340,0.00,-0.03,0.03
28.360,0.00,-0.04,0.04
28.380,0.00,-0.05,0.05
28.400,0.00,-0.05,0.05
28.420,0.00,-0.06,0.06
28.440,0.00,-0.07,0.07
28.460,0.00,-0.07,0.07
28.480,0.00,-0.08,0.08
28.500,0.00,-0.08,0.08
28.520,0.00,-0.09,0.09
28.540,0.00,-0.10,0.10
28.560,0.00,-0.10,0.10
28.580,0.00,-0.11,0.11
28.600,0.00,-0.12,0.12
28.620,0.00,-0.13,0.13
28.640,0.00,-0.13,0.13
28.660,0.00,-0.14,0.14
28.680,0.00,-0.15,0.15
28.700,0.00,-0.15,0.15
28.720,0.00,-0.16,0.16
28.740,0.00,-0.17,0.17
28.760,0.00,-0.17,0.17
28.780,0.00,-0.18,0.18
28.800,0.00,-0.19,0.19
28.820,0.00,-0.19,0.19
28.840,0.00,-0.20,0.20
28.860,0.00,-0.21,0.21
28.880,0.00,-0.21,0.21
28.900,0.00,-0.22,0.22
28.920,0.00,-0.23,0.23
28.940,0.00,-0.23,0.23
28.960,0.00,-0.24,0.24
28.980,0.00,-0.25,0.25
29.000,0.00,-0.26,0.26
29.020,0.00,-0.26,0.26
29.040,0.00,-0.27,0.27
29.060,0.00,-0.28,0.28
29.080,0.00,-0.28,0.28
29.100,0.00,-0.29,0.29
29.120,0.00,-0.30,0.30
29.140,0.00,-0.30,0.30
29.160,0.00,-0.31,0.31
29.180,0.00,-0.32,0.32
29.200,0.00,-0.33,0.33
29.220,0.00,-0.33,0.33
29.240,0.00,-0.34,0.34
29.260,0.00,-0.35,0.35
29.280,0.00,-0.36,0.36
29.300,0.00,-0.36,0.36
29.320,0.00,-0.37,0.37
29.340,0.00,-0.38,0.38
29.360,0.00,-0.39,0.39
29.380,0.00,-0.40,0.40
29.400,0.00,-0.40,0.40
29.420,0.00,-0.41,0.41
29.440,0.00,-0.42,0.42
29.460,0.00,-0.43,0.43
29.480,0.00,-0.44,0.44
29.500,0.00,-0.44,0.44
29.520,0.00,-0.45,0.45
29.540,0.00,-0.46,0.46
29.560,0.00,-0.47,0.47
29.580,0.00,-0.48,0.48
29.600,0.00,-0.48,0.48
29.620,0.00,-0.49,0.49
29.640,0.00,-0.50,0.50
29.660,0.00,-0.51,0.51
29.680,0.00,-0.51,0.51
29.700,0.00,-0.52,0.52
29.720,0.00,-0.53,0.53
30.180,0.00,-0.66,0.66
30.480,0.00,-0.72,0.72
30.500,0.00,-0.72,0.72
30.520,0.00,-0.73,0.73
30.540,0.00,-0.73,0.73
30.560,0.00,-0.73,0.73
30.580,0.00,-0.73,0.73
30.600,0.00,-0.74,0.74
30.620,0.00,-0.74,0.74
30.640,0.00,-0.74,0.74
30.660,0.00,-0.74,0.74
30.680,0.00,-0.74,0.74
30.700,0.00,-0.75,0.75
30.720,0.00,-0.75,0.75
30.740,0.00,-0.75,0.75
30.760,0.00,-0.75,0.75
30.780,0.00,-0.75,0.75
30.800,0.00,-0.75,0.75
30.820,0.00,-0.76,0.76
30.840,0.00,-0.76,0.76
30.860,0.00,-0.76,0.76
30.880,0.00,-0.76,0.76
30.900,0.00,-0.76,0.76
30.920,0.00,-0.77,0.77
30.940,0.00,-0.77,0.77
30.960,0.00,-0.77,0.77
30.980,0.00,-0.77,0.77
31.000,0.00,-0.77,0.77
31.020,0.00,-0.77,0.77
31.040,0.00,-0.78,0.78
31.060,0.00,-0.78,0.78
31.080,0.00,-0.78,0.78
31.100,0.00,-0.78,0.78
31.120,0.00,-0.78,0.78
31.140,0.00,-0.78,0.78
31.160,0.00,-0.79,0.79
31.180,0.00,-0.79,0.79
31.200,0.00,-0.79,0.79
31.220,0.00,-0.79,0.79
31.240,0.00,-0.79,0.79
31.260,0.00,-0.79,0.79
31.280,0.00,-0.79,0.79
31.300,0.00,-0.80,0.80
31.340,0.00,-0.80,0.80
31.360,0.00,-0.80,0.80
31.380,0.00,-0.80,0.80
31.400,0.00,-0.80,0.80
31.460,0.00,-0.81,0.81
31.540,0.00,-0.81,0.81
31.560,0.00,-0.82,0.82
31.580,0.00,-0.82,0.82
31.600,0.00,-0.82,0.82
31.620,0.00,-0.82,0.82
31.640,0.00,-0.82,0.82
31.660,0.00,-0.82,0.82
31.680,0.00,-0.82,0.82
31.700,0.00,-0.83,0.83
31.720,0.00,-0.83,0.83
31.740,0.00,-0.83,0.83
31.760,0.00,-0.83,0.83
31.780,0.00,-0.83,0.83
-8.976,0.00,-0.87,0.87
-8.939,0.00,-0.87,0.87
-8.567,0.00,-0.87,0.87
32.340,0.00,-0.88,0.88
-4.846,0.00,-0.88,0.88
-4.844,0.00,-0.88,0.88
-4.842,0.00,-0.88,0.88
-4.840,0.00,-0.88,0.88
-4.838,0.00,-0.89,0.89
-4.836,0.00,-0.89,0.89
-4.834,0.00,-0.89,0.89
-4.832,0.00,-0.89,0.89
-4.830,0.00,-0.89,0.89
-4.828,0.00,-0.89,0.89
32.560,0.00,-0.90,0.90
32.580,0.00,-0.90,0.90
32.600,0.00,-0.90,0.90
32.620,0.00,-0.90,0.90
32.640,0.00,-0.90,0.90
32.660,0.00,-0.90,0.90
32.680,0.00,-0.91,0.91
32.700,0.00,-0.91,0.91
32.720,0.00,-0.91,0.91
32.740,0.00,-0.91,0.91
32.760,0.00,-0.91,0.91
32.780,0.00,-0.92,0.92
32.800,0.00,-0.92,0.92
32.820,0.00,-0.92,0.92
32.840,0.00,-0.92,0.92
32.860,0.00,-0.92,0.92
32.880,0.00,-0.93,0.93
32.900,0.00,-0.93,0.93
32.920,0.00,-0.93,0.93
32.940,0.00,-0.93,0.93
32.960,0.00,-0.93,0.93
32.980,0.00,-93.00,93.00
33.000,0.00,-0.94,0.94
33.020,0.00,-0.94,0.94
33.060,0.00,-0.94,0.94
33.100,0.00,-0.95,0.95
33.120,0.00,-0.95,0.95
33.160,0.00,-0.95,0.95
33.180,0.00,-0.95,0.95
33.200,0.00,-0.95,0.95
33.220,0.00,-0.95,0.95
33.240,0.00,-0.96,0.96
33.260,0.00,-0.96,0.96
33.320,0.00,-0.96,0.96
33.360,0.00,-0.96,0.96
33.380,0.00,-6.00,6.00
33.400,0.00,-0.96,0.96
33.420,0.00,-0.96,0.96
33.440,0.00,-0.96,0.96
33.460,0.00,-0.96,0.96
33.540,0.00,-0.96,0.96
33.560,0.00,-0.96,0.96
33.580,0.00,-0.96,0.96
33.600,0.00,-0.96,0.96
33.620,0.00,-0.95,0.95
33.640,0.00,-0.95,0.95
33.660,0.00,-0.95,0.95
33.720,0.00,-0.95,0.95
33.760,0.00,-0.94,0.94
33.780,0.00,-4.00,4.00
33.800,0.00,-0.94,0.94
33.820,0.00,-0.94,0.94
33.840,0.00,-0.94,0.94
33.860,0.00,-0.94,0.94
33.880,0.00,-0.93,0.93
33.900,0.00,-0.93,0.93
33.940,0.00,-0.93,0.93
33.960,0.00,-0.93,0.93
33.980,0.00,-0.00,0.00
34.000,0.00,-0.93,0.93
34.020,0.00,-0.92,0.92
34.040,0.00,-0.92,0.92
34.060,0.00,-0.92,0.92
34.080,0.00,-0.92,0.92
34.100,0.00,-0.92,0.92
34.120,0.00,-0.92,0.92
34.180,0.00,-0.91,0.91
34.200,0.00,-0.00,0.00
34.220,0.00,-0.91,0.91
34.240,0.00,-0.90,0.90
34.280,0.00,-0.90,0.90
34.340,0.00,-0.89,0.89
35.160,0.00,-0.70,0.70
35.180,0.00,-0.70,0.70
35.200,0.00,-0.69,0.69
35.220,0.00,-0.69,0.69
35.240,0.00,-0.68,0.68
35.280,0.00,-0.67,0.67
35.320,0.00,-0.66,0.66
35.340,0.00,-0.65,0.65
35.360,0.00,-0.64,0.64
35.400,0.00,-0.63,0.63
35.420,0.00,-0.62,0.62
35.440,0.00,-0.62,0.62
35.460,0.00,-0.61,0.61
35.500,0.00,-0.60,0.60
35.520,0.00,-0.59,0.59
35.540,0.00,-0.58,0.58
35.580,0.00,0.57,-0.57
35.600,0.00,-0.56,0.56
35.620,0.00,-0.55,0.55
35.640,0.00,-0.55,0.55
35.660,0.00,-296.00,296.00
35.680,0.00,3.00,-3.00
35.700,0.00,-0.52,0.52
35.720,0.00,-0.52,0.52
35.740,0.00,-0.51,0.51
35.760,0.00,-0.50,0.50
35.780,0.00,-0.49,0.49
35.800,0.00,-0.00,0.00
35.840,0.00,-0.47,0.47
35.880,0.00,-0.45,0.45
35.900,0.00,-0.44,0.44
35.920,0.00,-0.43,0.43
35.940,0.00,-0.42,0.42
35.960,0.00,-0.41,0.41
36.000,0.00,-0.40,0.40
36.020,0.00,-0.39,0.39
36.040,0.00,8.00,-8.00
36.060,0.00,-0.00,0.00
36.100,0.00,-0.35,0.35
36.140,0.00,-0.33,0.33
36.160,0.00,-0.32,0.32
36.180,0.00,-0.31,0.31
36.220,0.00,-0.29,0.29
36.240,0.00,-0.28,0.28
