time_s,target_deg,measured_deg,error_deg
2.476,-5.00,7.23,-12.23
2.496,-5.00,7.12,-12.12
2.516,-5.00,7.01,-12.01
2.536,-5.00,6.91,-11.91
2.556,-5.00,6.80,-11.80
2.576,-5.00,6.70,-11.70
2.596,-5.00,6.60,-11.60
2.616,-5.00,6.50,-11.50
2.656,-5.00,6.31,-11.31
2.676,-5.00,6.22,-11.22
2.696,-5.00,6.13,-11.13
2.716,-5.00,6.04,-11.04
2.736,-5.00,5.96,-10.96
2.756,-5.00,5.87,-10.87
2.776,-5.00,5.79,-10.79
2.796,-5.00,5.71,-10.71
2.816,-5.00,5.63,-10.63
2.836,-5.00,5.55,-10.55
2.856,-5.00,5.47,-10.47
2.876,-5.00,5.40,-10.40
2.896,-5.00,5.33,-10.33
2.916,-5.00,5.26,-10.26
2.936,-5.00,5.19,-10.19
2.956,-5.00,5.12,-10.12
2.976,-5.00,5.05,-10.05
3.016,-5.00,4.92,-9.92
3.036,-5.00,4.86,-9.86
3.056,-5.00,4.80,-9.80
3.076,-5.00,4.74,-9.74
3.096,-5.00,4.68,-9.68
3.116,-5.00,4.62,-9.62
3.136,-5.00,4.57,-9.57
3.156,-5.00,4.51,-9.51
3.176,-5.00,4.46,-9.46
3.196,-5.00,4.41,-9.41
3.216,-5.00,4.36,-9.36
3.236,-5.00,4.31,-9.31
3.256,-5.00,4.26,-9.26
3.276,-5.00,4.21,-9.21
3.296,-5.00,4.16,-9.16
3.316,-5.00,4.12,-9.12
3.336,-5.00,4.07,-9.07
3.356,-5.00,4.03,-9.03
3.376,-5.00,3.98,-8.98
3.416,-5.00,3.90,-8.90
3.456,-5.00,3.82,-8.82
3.496,-5.00,3.75,-8.75
3.516,-5.00,3.71,-8.71
3.536,-5.00,3.68,-8.68
3.556,-5.00,3.64,-8.64
3.576,-5.00,3.61,-8.61
3.596,-5.00,3.58,-8.58
3.616,-5.00,3.55,-8.55
3.656,-5.00,3.49,-8.49
3.696,-5.00,3.43,-8.43
3.716,-5.00,3.41,-8.41
3.736,-5.00,3.38,-8.38
3.776,-5.00,3.33,-8.33
3.816,-5.00,3.29,-8.29
3.856,-5.00,3.25,-8.25
3.896,-5.00,3.21,-8.21
3.916,-5.00,3.19,-8.19
3.936,-5.00,3.17,-8.17
3.976,-5.00,3.14,-8.14
4.016,-5.00,3.11,-8.11
4.056,-5.00,3.08,-8.08
4.096,-5.00,3.05,-8.05
4.116,-5.00,3.04,-8.04
4.436,-5.00,2.89,-7.89
4.476,-5.00,2.88,-7.88
4.556,-5.00,2.87,-7.87
4.596,-5.00,2.86,-7.86
4.636,-5.00,2.86,-7.86
4.676,-5.00,2.85,-7.85
4.756,-5.00,2.85,-7.85
4.796,-5.00,2.85,-7.85
4.836,-5.00,2.85,-7.85
4.876,-5.00,2.86,-7.86
4.936,-5.00,2.86,-7.86
4.956,-5.00,2.87,-7.87
4.976,-5.00,2.87,-7.87
4.996,-5.00,2.87,-7.87
5.036,-5.00,2.88,-7.88
5.076,-5.00,2.90,-7.90
5.096,-5.00,2.90,-7.90
5.116,-5.00,2.91,-7.91
5.136,-5.00,2.92,-7.92
5.156,-5.00,2.93,-7.93
5.176,-5.00,2.94,-7.94
5.196,-5.00,2.95,-7.95
5.216,-5.00,2.96,-7.96
5.236,-5.00,2.97,-7.97
5.276,-5.00,3.00,-8.00
5.316,-5.00,3.03,-8.03
5.336,-5.00,3.04,-8.04
5.356,-5.00,3.06,-8.06
5.376,-5.00,3.07,-8.07
5.396,-5.00,3.09,-8.09
5.416,-5.00,3.10,-8.10
5.436,-5.00,3.12,-8.12
5.456,-5.00,3.14,-8.14
5.476,-5.00,3.16,-8.16
5.496,-5.00,3.17,-8.17
5.516,-5.00,3.19,-8.19
5.536,-5.00,3.21,-8.21
5.556,-5.00,3.23,-8.23
5.576,-5.00,3.25,-8.25
5.596,-5.00,3.27,-8.27
5.616,-5.00,3.29,-8.29
5.656,-5.00,3.34,-8.34
5.676,-5.00,3.36,-8.36
5.696,-5.00,3.38,-8.38
5.716,-5.00,3.41,-8.41
5.736,-5.00,3.43,-8.43
5.756,-5.00,3.46,-8.46
5.776,-5.00,3.49,-8.49
5.796,-5.00,3.51,-8.51
5.816,-5.00,3.54,-8.54
5.856,-5.00,3.60,-8.60
5.896,-5.00,3.67,-8.67
5.916,-5.00,3.70,-8.70
5.936,-5.00,3.73,-8.73
5.956,-5.00,3.77,-8.77
5.976,-5.00,3.80,-8.80
-0.004,-5.00,3.84,-8.84
0.036,-4.60,3.92,-8.52
0.076,-4.20,4.00,-8.20
0.136,-3.60,4.14,-7.74
0.156,-3.40,4.18,-7.58
0.176,-3.20,4.23,-7.43
0.196,-3.00,4.28,-7.28
0.216,-2.80,4.34,-7.14
0.236,-2.60,4.39,-6.99
0.256,-2.40,4.44,-6.84
0.276,-2.20,4.50,-6.70
0.296,-2.00,4.56,-6.56
0.356,-1.40,4.50,-5.90
0.376,-1.20,4.81,-6.01
0.396,-1.00,4.88,-5.88
0.416,-0.80,4.95,-5.75
0.456,-0.40,5.10,-5.50
0.476,-0.20,5.17,-5.37
0.496,0.00,5.25,-5.25
0.516,0.20,5.33,-5.13
0.536,0.40,5.41,-5.01
0.556,0.60,5.50,-4.90
0.576,0.80,5.58,-4.78
0.596,1.00,5.67,-4.67
0.616,1.20,5.76,-4.56
0.656,1.60,5.95,-4.35
0.696,2.00,6.15,-4.15
0.716,2.20,6.25,-4.05
0.756,2.60,6.46,-3.86
0.776,2.80,6.57,-3.77
0.796,3.00,6.68,-3.68
0.816,3.20,6.79,-3.59
0.856,3.60,7.03,-3.43
0.896,4.00,7.27,-3.27
0.916,4.20,7.40,-3.20
0.976,4.80,7.80,-3.00
1.016,5.20,8.08,-2.88
1.056,5.60,8.37,-2.77
1.096,6.00,8.67,-2.67
1.116,6.20,8.82,-2.62
1.176,6.80,9.31,-2.51
1.256,7.60,10.01,-2.41
1.296,8.00,10.39,-2.39
1.316,8.20,10.58,-2.38
1.416,9.20,11.57,-2.37
1.436,9.40,11.78,-2.38
1.636,11.40,13.96,-2.56
1.676,11.80,14.42,-2.62
1.756,12.60,15.34,-2.74
1.796,13.00,15.80,-2.80
1.836,13.40,16.27,-2.87
1.876,13.80,16.74,-2.94
1.936,14.40,17.45,-3.05
1.956,14.60,17.68,-3.08
1.996,15.00,18.14,-3.14
2.076,15.80,19.06,-3.26
2.136,16.40,19.72,-3.32
2.156,16.60,19.94,-3.34
2.176,16.80,20.15,-3.35
2.196,17.00,20.36,-3.36
2.256,17.60,20.96,-3.36
2.276,17.80,21.15,-3.35
2.296,18.00,21.34,-3.34
2.316,18.20,21.53,-3.33
2.336,18.40,21.70,-3.30
2.376,18.80,22.04,-3.24
2.396,19.00,22.20,-3.20
2.416,19.20,22.36,-3.16
2.436,19.40,22.51,-3.11
2.456,19.60,22.65,-3.05
2.476,19.80,22.79,-2.99
2.496,20.00,22.92,-2.92
2.516,20.20,23.04,-2.84
2.536,20.40,23.16,-2.76
2.556,20.60,23.27,-2.67
2.576,20.80,23.37,-2.57
2.596,21.00,23.47,-2.47
2.616,21.20,23.56,-2.36
2.636,21.40,23.65,-2.25
2.656,21.60,23.73,-2.13
2.676,21.80,23.80,-2.00
2.696,22.00,23.87,-1.87
2.716,22.20,23.94,-1.74
2.736,22.40,24.00,-1.60
2.756,22.60,24.05,-1.45
2.776,22.80,24.10,-1.30
2.796,23.00,24.14,-1.14
2.816,23.20,24.18,-0.98
2.876,23.80,24.28,-0.48
2.916,24.20,24.33,-0.13
2.936,24.40,24.35,0.05
3.036,25.00,24.42,0.58
3.076,25.00,24.43,0.57
3.156,25.00,24.44,0.56
3.196,25.00,24.44,0.56
3.236,25.00,24.43,0.57
3.276,25.00,24.42,0.58
3.336,25.00,24.39,0.61
3.356,25.00,24.38,0.62
3.436,25.00,24.34,0.66
3.476,25.00,24.31,0.69
3.496,25.00,24.30,0.70
3.536,25.00,24.27,0.73
3.556,25.00,24.25,0.75
3.576,25.00,24.24,0.76
3.596,25.00,24.22,0.78
3.636,25.00,24.18,0.82
3.656,25.00,24.17,0.83
3.676,25.00,24.15,0.85
3.696,25.00,24.13,0.87
3.716,25.00,24.11,0.89
3.756,25.00,24.07,0.93
3.776,25.00,24.05,0.95
3.796,25.00,24.02,0.98
3.816,25.00,24.00,1.00
3.836,25.00,23.98,1.02
3.856,25.00,23.96,1.04
3.876,25.00,23.94,1.06
3.896,25.00,23.91,1.09
3.956,25.00,23.84,1.16
3.976,25.00,23.82,1.18
3.996,25.00,23.80,1.20
4.016,25.00,23.77,1.23
4.036,25.00,23.75,1.25
4.056,25.00,23.73,1.27
4.076,25.00,23.70,1.30
4.096,25.00,23.68,1.32
4.116,25.00,23.65,1.35
4.136,25.00,23.63,1.37
4.156,25.00,23.61,1.39
4.176,25.00,23.58,1.42
4.196,25.00,23.56,1.44
4.256,25.00,23.49,1.51
4.276,25.00,23.46,1.54
4.296,25.00,23.44,1.56
4.316,25.00,23.42,1.58
4.376,25.00,23.34,1.66
4.396,25.00,23.32,1.68
4.496,25.00,23.19,1.81
4.516,25.00,23.17,1.83
4.536,25.00,23.14,1.86
4.556,25.00,23.12,1.88
4.576,25.00,23.09,1.91
4.696,25.00,22.94,2.06
4.716,25.00,22.91,2.09
4.776,25.00,22.84,2.16
4.816,25.00,22.79,2.21
4.976,25.00,22.59,2.41
5.016,25.00,22.54,2.46
5.056,25.00,22.49,2.51
5.216,25.00,22.29,2.71
5.436,25.00,22.02,2.98
5.636,25.00,21.80,3.20
5.736,25.00,21.70,3.30
5.756,25.00,21.68,3.32
5.796,25.00,21.64,3.36
5.836,25.00,21.60,3.40
5.876,25.00,21.57,3.43
5.896,25.00,21.55,3.45
5.936,25.00,21.51,3.49
5.956,25.00,21.50,3.50
5.976,25.00,21.48,3.52
6.076,25.00,21.40,3.60
6.096,25.00,21.39,3.61
6.136,25.00,21.36,3.64
6.156,25.00,21.34,3.66
6.176,25.00,21.33,3.67
6.196,25.00,21.32,3.68
6.216,25.00,2.00,23.00
6.236,25.00,21.29,3.71
6.256,25.00,21.28,3.72
6.276,25.00,21.27,3.73
6.296,25.00,21.26,3.74
6.316,25.00,21.25,3.75
6.356,25.00,21.23,3.77
6.396,25.00,21.21,3.79
6.416,25.00,21.21,3.79
6.436,25.00,21.20,3.80
6.456,25.00,21.19,3.81
6.476,25.00,21.18,3.82
6.496,25.00,21.18,3.82
6.516,25.00,21.17,3.83
6.536,25.00,21.16,3.84
6.556,25.00,21.16,3.84
6.576,25.00,21.15,3.85
6.596,25.00,21.15,3.85
6.616,25.00,21.14,3.86
6.636,25.00,21.13,3.87
6.676,25.00,21.13,3.87
6.696,25.00,21.12,3.88
6.716,25.00,21.12,3.88
6.736,25.00,21.11,3.89
6.756,25.00,21.11,3.89
6.776,25.00,21.11,3.89
6.796,25.00,21.11,3.89
6.816,25.00,21.10,3.90
6.856,25.00,21.10,3.90
6.876,25.00,21.09,3.91
6.896,25.00,21.09,3.91
6.916,25.00,21.09,3.91
6.936,25.00,21.09,3.91
6.956,25.00,21.09,3.91
6.976,25.00,21.08,3.92
7.016,25.00,21.08,3.92
7.056,25.00,21.08,3.92
7.096,25.00,21.07,3.93
7.116,25.00,21.07,3.93
7.176,25.00,21.07,3.93
7.216,25.00,21.07,3.93
7.256,25.00,21.06,3.94
7.296,25.00,21.06,3.94
7.316,25.00,21.06,3.94
7.416,25.00,21.06,3.94
7.456,25.00,21.05,3.95
7.516,25.00,21.05,3.95
7.796,25.00,21.03,3.97
7.836,25.00,21.02,3.98
7.876,25.00,21.02,3.98
0.016,24.80,21.01,3.79
0.096,24.00,21.01,2.99
0.116,23.80,201.00,-177.20
0.176,23.20,21.00,2.20
0.216,22.80,21.00,1.80
0.236,0.60,21.00,-20.40
0.296,22.00,21.00,1.00
0.436,20.60,20.99,-0.39
0.456,20.40,20.99,-0.59
0.476,0.20,20.99,-20.79
0.596,0.00,20.98,-20.98
0.636,18.60,20.98,-2.38
0.676,18.20,20.97,-2.77
0.736,0.60,20.97,-20.37
0.796,17.00,20.96,-3.96
0.836,16.60,20.95,-4.35
0.876,16.20,20.94,-4.74
0.936,15.60,20.92,-5.32
0.956,15.40,20.92,-5.52
0.976,0.20,20.91,-20.71
1.036,14.60,20.89,-6.29
1.076,14.20,20.87,-6.67
1.136,13.60,20.84,-7.24
1.156,13.40,20.83,-7.43
1.176,13.20,20.82,-7.62
1.236,12.60,20.77,-8.17
1.276,12.20,20.74,-8.54
1.336,11.60,69.00,-57.40
1.356,11.40,20.00,-8.60
1.396,11.00,62.00,-51.00
1.436,10.60,20.57,-9.97
1.476,10.20,20.52,-10.32
1.496,10.00,20.49,-10.49
1.516,9.80,20.46,-10.66
1.556,9.40,20.39,-10.99
1.576,9.20,20.29,-11.09
1.596,9.00,20.32,-11.32
1.616,8.80,20.28,-11.48
1.636,8.60,20.24,-11.64
1.656,8.40,20.20,-11.80
1.676,8.20,20.15,-11.95
1.696,8.00,20.10,-12.10
1.716,7.80,20.05,-12.25
1.736,7.60,20.00,-12.40
1.756,7.40,19.95,-12.55
1.776,7.20,19.89,-12.69
1.796,7.00,19.83,-12.83
1.816,6.80,19.76,-12.96
1.836,6.60,19.70,-13.10
1.856,6.40,19.63,-13.23
1.876,6.20,19.55,-13.35
1.896,6.00,19.47,-13.47
1.916,5.80,19.39,-13.59
1.936,5.60,19.31,-13.71
1.956,5.40,19.22,-13.82
1.976,5.20,19.12,-13.92
1.996,5.00,19.03,-14.03
2.036,4.60,18.82,-14.22
2.076,4.20,18.59,-14.39
2.096,4.00,18.47,-14.47
2.116,3.80,18.34,-14.54
2.136,3.60,18.21,-14.61
2.156,3.40,18.08,-14.68
2.176,3.20,17.94,-14.74
2.196,3.00,17.79,-14.79
2.216,2.80,17.65,-14.85
2.236,2.60,17.49,-14.89
2.256,2.40,17.34,-14.94
2.276,2.20,17.18,-14.98
2.296,2.00,17.02,-15.02
2.316,1.80,16.85,-15.05
2.336,1.60,16.68,-15.08
2.356,1.40,16.51,-15.11
2.376,1.20,16.34,-15.14
2.396,1.00,16.17,-15.17
2.416,0.80,15.99,-15.19
2.436,0.60,15.81,-15.21
2.476,0.20,15.46,-15.26
2.496,0.00,15.28,-15.28
2.556,0.00,14.74,-14.74
2.576,0.00,14.55,-14.55
2.596,0.00,14.37,-14.37
2.676,0.00,13.66,-13.66
2.696,0.00,13.48,-13.48
2.736,0.00,13.13,-13.13
2.756,0.00,12.95,-12.95
2.776,0.00,12.78,-12.78
2.796,0.00,12.61,-12.61
2.816,0.00,12.44,-12.44
2.836,0.00,1.27,-1.27
2.856,0.00,12.10,-12.10
2.876,0.00,11.94,-11.94
2.896,0.00,11.78,-11.78
2.916,0.00,11.61,-11.61
2.936,0.00,11.46,-11.46
2.976,0.00,11.15,-11.15
3.016,0.00,10.85,-10.85
3.056,0.00,10.56,-10.56
3.076,0.00,10.42,-10.42
3.096,0.00,10.28,-10.28
3.116,0.00,10.15,-10.15
3.136,0.00,10.02,-10.02
3.156,0.00,9.89,-9.89
3.176,0.00,9.77,-9.77
3.196,0.00,9.65,-9.65
3.216,0.00,9.53,-9.53
3.236,0.00,9.41,-9.41
3.276,0.00,9.19,-9.19
3.316,0.00,8.99,-8.99
3.336,0.00,8.89,-8.89
3.356,0.00,8.79,-8.79
3.376,0.00,8.69,-8.69
3.396,0.00,8.60,-8.60
3.416,0.00,8.51,-8.51
3.436,0.00,8.42,-8.42
3.456,0.00,8.34,-8.34
3.476,0.00,8.25,-8.25
3.496,0.00,8.17,-8.17
3.516,0.00,8.90,-8.90
3.536,0.00,8.01,-8.01
3.556,0.00,7.94,-7.94
3.596,0.00,7.79,-7.79
3.616,0.00,7.72,-7.72
3.636,0.00,7.66,-7.66
3.676,0.00,7.53,-7.53
3.736,0.00,7.35,-7.35
3.756,0.00,7.29,-7.29
3.816,0.00,7.14,-7.14
3.836,0.00,7.09,-7.09
3.856,0.00,7.04,-7.04
3.876,0.00,6.99,-6.99
3.916,0.00,6.91,-6.91
3.956,0.00,6.83,-6.83
3.976,0.00,6.79,-6.79
3.996,0.00,6.75,-6.75
4.016,0.00,6.72,-6.72
4.036,0.00,6.69,-6.69
4.076,0.00,6.62,-6.62
4.116,0.00,6.56,-6.56
4.136,0.00,6.54,-6.54
4.176,0.00,6.49,-6.49
4.196,0.00,6.46,-6.46
4.216,0.00,6.44,-6.44
4.236,0.00,6.42,-6.42
4.296,0.00,6.36,-6.36
4.316,0.00,6.34,-6.34
4.336,0.00,6.33,-6.33
4.356,0.00,6.31,-6.31
4.396,0.00,6.28,-6.28
4.436,0.00,6.26,-6.26
4.456,0.00,6.25,-6.25
4.476,0.00,6.24,-6.24
4.496,0.00,6.23,-6.23
4.516,0.00,6.22,-6.22
4.536,0.00,6.21,-6.21
4.556,0.00,6.20,-6.20
4.576,0.00,6.19,-6.19
4.596,0.00,6.19,-6.19
4.616,0.00,6.00,-6.00
4.636,0.00,6.17,-6.17
4.656,0.00,6.17,-6.17
4.696,0.00,6.16,-6.16
4.736,0.00,6.15,-6.15
4.756,0.00,6.15,-6.15
4.776,0.00,6.14,-6.14
4.796,0.00,6.14,-6.14
4.836,0.00,6.14,-6.14
4.856,0.00,6.14,-6.14
4.896,0.00,6.14,-6.14
4.916,0.00,6.14,-6.14
4.936,0.00,6.15,-6.15
4.956,0.00,6.15,-6.15
4.976,0.00,6.15,-6.15
4.996,0.00,6.16,-6.16
5.016,0.00,6.16,-6.16
5.036,0.00,6.17,-6.17
5.076,0.00,6.18,-6.18
5.096,0.00,19.00,-19.00
5.116,0.00,6.19,-6.19
5.136,0.00,6.20,-6.20
5.216,0.00,6.24,-6.24
5.236,0.00,6.25,-6.25
5.256,0.00,6.26,-6.26
5.276,0.00,6.28,-6.28
5.316,0.00,6.30,-6.30
5.396,0.00,6.36,-6.36
5.436,0.00,6.40,-6.40
5.456,0.00,6.42,-6.42
5.476,0.00,6.43,-6.43
5.516,0.00,6.47,-6.47
6.356,0.00,8.22,-8.22
6.396,0.00,8.37,-8.37
6.436,0.00,8.53,-8.53
6.456,0.00,8.61,-8.61
6.476,0.00,8.70,-8.70
6.496,0.00,8.78,-8.78
6.516,0.00,8.87,-8.87
6.536,0.00,6.00,-6.00
6.556,0.00,9.05,-9.05
6.576,0.00,9.15,-9.15
6.596,0.00,9.25,-9.25
6.616,0.00,9.34,-9.34
6.636,0.00,9.45,-9.45
6.676,0.00,9.66,-9.66
6.716,0.00,9.88,-9.88
6.736,0.00,10.00,-10.00
6.776,0.00,10.23,-10.23
6.796,0.00,10.36,-10.36
6.816,0.00,10.48,-10.48
6.836,0.00,10.61,-10.61
6.856,0.00,10.74,-10.74
6.876,0.00,10.88,-10.88
6.916,0.00,11.25,-11.25
6.936,0.00,11.30,-11.30
6.956,0.00,11.44,-11.44
6.976,0.00,11.59,-11.59
6.996,0.00,3.00,-3.00
7.016,0.00,11.88,-11.88
7.036,0.00,12.00,-12.00
7.056,0.00,12.19,-12.19
7.076,0.00,12.35,-12.35
7.096,0.00,12.51,-12.51
7.116,0.00,67.00,-67.00
7.136,0.00,12.83,-12.83
7.156,0.00,12.99,-12.99
7.176,0.00,13.16,-13.16
7.216,0.00,13.49,-13.49
7.236,0.00,13.66,-13.66
7.256,0.00,13.83,-13.83
7.276,0.00,14.00,-14.00
7.296,0.00,14.17,-14.17
7.316,0.00,14.00,-14.00
7.336,0.00,14.50,-14.50
7.356,0.00,14.67,-14.67
7.376,0.00,14.84,-14.84
7.396,0.00,15.01,-15.01
7.416,0.00,15.18,-15.18
7.456,0.00,15.53,-15.53
-0.004,0.00,15.85,-15.85
0.016,-0.25,16.02,-16.27
0.036,-0.50,16.18,-16.68
0.056,-0.75,16.34,-17.09
0.116,-1.50,16.82,-18.32
0.136,-1.75,16.98,-18.73
0.156,-2.00,17.13,-19.13
0.176,-2.25,9.00,-11.25
0.196,-2.50,17.44,-19.94
0.216,-2.75,17.59,-20.34
0.236,-3.00,17.73,-20.73
0.256,-3.25,17.87,-21.12
0.276,-3.50,18.00,-21.50
0.336,-4.25,18.42,-22.67
0.356,4.50,18.55,-14.05
0.376,-4.75,18.67,-23.42
0.396,5.00,18.79,-13.79
0.416,5.25,18.91,-13.66
0.436,-5.50,19.02,-24.52
0.516,-6.50,19.45,-25.95
0.536,-6.75,19.00,-25.75
0.556,-7.00,19.63,-26.63
0.576,-7.25,19.72,-26.97
0.596,-7.50,19.81,-27.31
0.616,-7.75,19.89,-27.64
0.636,-8.00,19.96,-27.96
0.656,-8.25,20.04,-28.29
0.676,0.00,20.10,-20.10
0.696,-8.75,20.10,-28.85
0.716,-9.00,20.23,-29.23
0.756,-9.50,20.33,-29.83
0.776,-9.75,20.38,-30.13
0.796,-10.00,20.42,-30.42
0.816,-10.25,20.46,-30.71
0.856,-10.75,20.52,-31.27
0.876,-11.00,20.55,-31.55
0.896,-11.25,20.57,-31.82
0.956,-12.00,20.61,-32.61
0.976,-12.25,20.62,-32.87
0.996,-12.50,20.62,-33.12
1.016,-12.75,20.62,-33.37
1.036,-13.00,20.62,-33.62
1.056,-13.25,20.61,-33.86
1.076,-13.50,20.60,-34.10
1.096,-13.75,20.59,-34.34
1.116,-14.00,20.57,-34.57
1.136,-14.25,20.55,-34.80
1.156,-14.50,20.53,-35.03
1.176,-14.75,20.50,-35.25
1.196,-15.00,20.47,-35.47
1.216,-15.25,20.44,-35.69
1.236,-15.50,20.41,-35.91
1.256,-15.75,20.37,-36.12
1.276,-16.00,20.33,-36.33
1.296,-16.25,20.29,-36.54
1.316,-16.50,20.24,-36.74
1.336,-16.75,20.19,-36.94
1.376,-17.25,20.08,-37.33
1.396,-17.50,20.02,-37.52
1.416,-17.75,19.96,-37.71
1.436,-18.00,19.89,-37.89
1.456,-18.25,19.82,-38.07
1.496,-18.75,19.66,-38.41
1.516,-19.00,19.58,-38.58
1.556,-19.50,19.40,-38.90
1.596,-20.00,19.20,-39.20
1.616,-20.25,19.09,-39.34
1.636,-20.50,18.97,-39.47
1.656,-20.75,18.86,-39.61
1.676,-21.00,18.73,-39.73
1.716,-21.50,18.47,-39.97
1.776,-22.25,18.03,-40.28
1.836,-23.00,17.53,-40.53
1.856,-23.25,17.35,-40.60
1.876,-23.50,17.17,-40.67
1.956,-24.50,16.37,-40.87
2.016,-25.00,15.72,-40.72
2.036,-25.00,15.49,-40.49
2.056,-25.00,15.26,-40.26
2.076,-25.00,15.03,-40.03
2.096,-25.00,14.79,-39.79
2.116,-20.00,14.55,-34.55
2.136,-25.00,14.31,-39.31
2.156,-25.00,14.07,-39.07
2.176,-25.00,13.82,-38.82
2.196,-25.00,13.57,-38.57
2.216,-25.00,13.33,-38.33
2.236,-25.00,13.08,-38.08
2.256,-25.00,12.83,-37.83
2.276,-25.00,12.58,-37.58
2.296,-25.00,12.34,-37.34
2.356,-25.00,11.60,-36.60
2.376,-25.00,11.36,-36.36
2.396,-25.00,11.12,-36.12
2.456,-25.00,10.42,-35.42
2.476,-25.00,10.00,-35.00
2.536,-25.00,9.53,-34.53
2.556,-25.00,9.31,-34.31
2.596,-25.00,8.89,-33.89
2.616,-25.00,8.68,-33.68
2.636,-25.00,8.48,-33.48
2.656,-25.00,8.28,-33.28
2.676,-25.00,8.08,-33.08
2.736,-25.00,7.52,-32.52
2.756,-25.00,7.34,-32.34
2.776,-25.00,7.16,-32.16
2.856,-25.00,6.48,-31.48
2.876,-25.00,6.32,-31.32
2.956,-25.00,5.71,-30.71
2.976,-25.00,5.57,-30.57
3.036,-25.00,5.15,-30.15
3.076,-25.00,4.89,-29.89
3.956,-25.00,1.19,-26.19
3.996,-0.00,1.08,-1.08
4.016,-25.00,1.02,-26.02
4.036,-25.00,0.97,-25.97
4.076,-25.00,0.86,-25.86
4.096,-25.00,0.80,-25.80
4.116,-25.00,0.75,-25.75
4.136,-25.00,0.69,-25.69
4.156,-25.00,250.00,-275.00
4.176,-25.00,0.59,-25.59
4.216,-25.00,0.48,-25.48
4.236,-25.00,0.43,-25.43
4.256,-25.00,0.37,-25.37
4.276,-25.00,0.32,-25.32
4.296,-25.00,0.27,-25.27
4.316,-25.00,0.21,-25.21
4.336,-25.00,0.16,-25.16
4.356,-25.00,0.11,-25.11
4.376,-25.00,0.05,-25.05
4.396,-25.00,0.00,-25.00
4.476,-25.00,-0.21,-24.79
4.516,-25.00,-0.32,-24.68
4.536,-25.00,-0.37,-24.63
4.576,-25.00,-0.48,-24.52
4.596,-25.00,-0.53,-24.47
4.616,-25.00,-0.59,-24.41
4.636,-25.00,-0.64,-24.36
4.656,-25.00,-0.70,-24.30
4.696,-25.00,0.81,-25.81
4.716,-25.00,-0.87,-24.13
4.736,-25.00,-0.92,-24.08
4.756,-25.00,-0.98,-24.02
4.776,-25.00,-1.04,-23.96
4.796,-25.00,-1.10,-23.90
4.836,-25.00,-1.21,-23.79
4.876,-25.00,-1.33,-23.67
4.896,-25.00,-1.39,-23.61
4.916,-25.00,-5.00,-20.00
4.936,-25.00,-1.52,-23.48
4.956,-25.00,-1.58,-23.42
4.976,-25.00,-1.64,-23.36
4.996,-25.00,-1.71,-23.29
5.016,-25.00,-1.77,-23.23
5.036,-25.00,-1.84,-23.16
5.076,-25.00,-1.97,-23.03
5.096,-25.00,-2.04,-22.96
5.116,-25.00,0.11,-25.11
5.136,-25.00,-2.18,-22.82
5.156,-25.00,-2.25,-22.75
5.196,-25.00,-2.39,-22.61
5.276,-25.00,-2.68,-22.32
5.336,-25.00,-2.91,-22.09
0.056,-25.00,-6.29,-18.71
6.076,-25.00,-6.70,-18.30
6.096,-25.00,-6.85,-18.15
6.116,-25.00,-7.00,-18.00
6.136,-25.00,-7.15,-17.85
6.196,-25.00,-7.63,-17.37
6.216,0.00,-7.80,7.80
6.276,-25.00,-8.32,-16.68
6.296,-25.00,-8.51,-16.49
6.356,-25.00,-9.07,-15.93
6.376,-25.00,-9.26,-15.74
6.396,-25.00,-9.46,-15.54
6.416,-25.00,-9.66,-15.34
6.436,-25.00,-9.86,-15.14
6.496,-25.00,8.00,-33.00
6.536,-25.00,-10.89,-14.11
6.556,-25.00,-11.11,-13.89
6.576,-25.00,-11.32,-13.68
6.616,-25.00,-11.74,-13.26
6.636,-25.00,-11.96,-13.04
6.676,-25.00,-12.38,-12.62
6.696,-25.00,-12.59,-12.41
6.716,-25.00,-12.80,-12.20
6.756,-25.00,-13.22,-11.78
6.776,-25.00,-13.43,-11.57
6.796,-25.00,-13.64,-11.36
6.816,-25.00,84.00,-109.00
6.836,-25.00,-14.04,-10.96
6.856,-25.00,-14.24,-10.76
6.876,-25.00,-14.44,-10.56
6.896,-25.00,-14.64,-10.36
6.916,-25.00,-14.83,-10.17
6.976,-25.00,-15.40,-9.60
0.436,-19.13,-18.84,-0.29
0.536,-17.80,-19.34,1.54
0.556,-17.53,-19.42,1.89
0.576,-17.27,-19.50,2.23
0.596,-17.00,-19.58,2.58
0.616,-16.73,-19.66,2.93
0.636,-16.47,-19.73,3.26
0.656,-16.20,-19.79,3.59
0.676,-15.93,-19.85,3.92
0.696,-15.67,-19.91,4.24
0.716,-15.40,-19.96,4.56
0.756,-14.87,-20.05,5.18
0.816,-14.07,-20.16,6.09
0.856,-13.53,-20.22,6.69
0.876,-13.27,-20.24,6.97
0.916,-12.73,-20.27,7.54
0.956,-12.20,-20.29,8.09
0.996,-11.67,-20.30,8.63
1.056,-10.87,-0.00,-10.87
1.076,-10.60,-20.29,9.69
1.136,-9.00,-20.26,11.26
1.156,-9.53,-20.24,10.71
1.176,-9.27,-20.23,10.96
1.196,-9.00,-20.21,11.21
1.236,-8.47,-20.16,11.69
1.256,-8.20,-20.14,11.94
1.276,-7.93,-20.11,12.18
1.296,-7.67,-20.09,12.42
