time_s,target_deg,measured_deg,error_deg
0.636,15.73,19.45,-3.72
0.656,15.60,19.42,-3.82
0.676,15.47,19.40,-3.93
0.696,15.33,19.37,-4.04
0.716,15.20,19.35,-4.15
0.736,15.07,19.32,-4.25
0.756,14.93,19.30,-4.37
0.776,14.80,19.27,-4.47
0.796,14.67,19.24,-4.57
0.816,14.53,19.22,-4.69
0.836,14.40,19.19,-4.79
0.856,14.27,19.16,-4.89
0.876,14.13,19.13,-5.00
0.896,14.00,19.11,-5.11
0.916,13.87,19.08,-5.21
0.936,13.73,19.05,-5.32
0.956,13.60,19.02,-5.42
0.976,13.47,18.99,-5.52
0.996,13.33,18.97,-5.64
1.016,13.20,18.94,-5.74
1.036,13.07,18.91,-5.84
1.056,12.93,18.88,-5.95
1.076,12.80,18.85,-6.05
1.096,12.67,18.82,-6.15
1.116,12.53,18.79,-6.26
1.136,12.40,18.76,-6.36
1.156,12.27,18.73,-6.46
1.176,12.13,18.70,-6.57
1.196,12.00,18.67,-6.67
1.216,11.87,18.64,-6.77
1.236,11.73,18.60,-6.87
1.256,11.60,18.57,-6.97
1.276,11.47,18.54,-7.07
1.296,11.33,18.51,-7.18
1.316,11.20,18.48,-7.28
1.336,11.07,18.45,-7.38
1.356,10.93,18.41,-7.48
1.376,10.80,18.38,-7.58
1.396,10.67,18.35,-7.68
1.416,10.53,18.31,-7.78
1.436,10.40,18.28,-7.88
1.456,10.27,18.25,-7.98
1.476,10.13,18.21,-8.08
1.496,10.00,18.17,-8.17
1.516,10.00,18.14,-8.14
1.536,10.00,18.10,-8.10
1.556,10.00,18.06,-8.06
1.576,10.00,18.03,-8.03
1.616,10.00,17.95,-7.95
1.636,10.00,17.91,-7.91
1.656,10.00,17.87,-7.87
1.676,10.00,17.84,-7.84
1.696,10.00,17.80,-7.80
1.716,10.00,17.76,-7.76
1.736,10.00,17.72,-7.72
1.756,10.00,17.68,-7.68
1.776,10.00,17.64,-7.64
1.796,10.00,17.60,-7.60
1.816,10.00,17.55,-7.55
1.836,10.00,17.51,-7.51
1.856,10.00,17.47,-7.47
1.876,10.00,17.43,-7.43
1.896,10.00,17.39,-7.39
1.916,10.00,17.35,-7.35
1.936,10.00,17.31,-7.31
1.956,10.00,17.27,-7.27
1.976,10.00,17.23,-7.23
1.996,10.00,17.19,-7.19
2.016,10.00,17.15,-7.15
2.036,10.00,17.11,-7.11
2.056,10.00,17.07,-7.07
2.076,10.00,17.03,-7.03
2.096,10.00,16.99,-6.99
2.116,10.00,16.95,-6.95
2.136,10.00,16.92,-6.92
2.156,10.00,16.88,-6.88
2.176,10.00,16.84,-6.84
2.196,10.00,16.80,-6.80
2.216,10.00,16.76,-6.76
2.236,10.00,16.73,-6.73
2.256,10.00,16.69,-6.69
2.276,10.00,16.65,-6.65
2.296,10.00,16.61,-6.61
2.316,10.00,16.57,-6.57
2.336,10.00,16.54,-6.54
2.356,10.00,16.50,-6.50
2.376,10.00,16.46,-6.46
2.396,10.00,16.43,-6.43
2.416,10.00,16.39,-6.39
2.436,10.00,16.35,-6.35
2.456,10.00,16.32,-6.32
2.476,10.00,16.28,-6.28
2.496,10.00,16.25,-6.25
2.516,10.00,16.21,-6.21
2.536,10.00,16.18,-6.18
2.556,10.00,16.15,-6.15
2.576,10.00,16.11,-6.11
2.596,10.00,16.08,-6.08
2.616,10.00,16.05,-6.05
2.636,10.00,16.02,-6.02
2.656,10.00,15.99,-5.99
2.676,10.00,15.96,-5.96
2.696,10.00,15.93,-5.93
2.716,10.00,15.91,-5.91
2.736,10.00,15.88,-5.88
2.756,10.00,15.85,-5.85
2.776,10.00,15.83,-5.83
2.796,10.00,15.80,-5.80
2.816,10.00,15.78,-5.78
2.836,10.00,15.76,-5.76
2.856,10.00,15.74,-5.74
2.876,10.00,15.71,-5.71
2.896,10.00,15.69,-5.69
2.916,10.00,15.67,-5.67
2.936,10.00,15.66,-5.66
2.956,10.00,15.64,-5.64
2.976,10.00,15.62,-5.62
2.996,10.00,15.60,-5.60
3.016,10.00,15.59,-5.59
3.036,10.00,15.57,-5.57
3.056,10.00,15.56,-5.56
3.076,10.00,15.55,-5.55
3.096,10.00,15.53,-5.53
3.116,10.00,15.52,-5.52
3.136,10.00,15.51,-5.51
3.156,10.00,15.50,-5.50
3.176,10.00,15.49,-5.49
3.196,10.00,15.48,-5.48
3.216,10.00,15.47,-5.47
3.236,10.00,15.47,-5.47
4.036,10.00,15.63,-5.63
4.056,10.00,15.64,-5.64
4.076,10.00,15.65,-5.65
4.096,10.00,15.66,-5.66
4.116,10.00,15.67,-5.67
4.136,10.00,15.68,-5.68
4.156,10.00,15.69,-5.69
4.176,10.00,15.70,-5.70
4.196,10.00,15.72,-5.72
4.216,10.00,15.73,-5.73
4.256,10.00,15.75,-5.75
4.276,10.00,15.76,-5.76
4.296,10.00,15.77,-5.77
4.316,10.00,15.79,-5.79
4.336,10.00,15.80,-5.80
4.356,10.00,15.81,-5.81
4.376,10.00,15.82,-5.82
4.396,10.00,15.83,-5.83
4.416,10.00,15.85,-5.85
4.436,10.00,15.86,-5.86
4.456,10.00,15.87,-5.87
4.476,10.00,15.88,-5.88
4.496,10.00,15.89,-5.89
4.516,10.00,15.91,-5.91
4.536,10.00,15.92,-5.92
4.556,10.00,15.93,-5.93
4.576,10.00,15.94,-5.94
4.596,10.00,15.95,-5.95
4.616,10.00,15.97,-5.97
4.636,10.00,15.98,-5.98
4.656,10.00,15.99,-5.99
4.676,10.00,16.00,-6.00
4.696,10.00,16.01,-6.01
4.716,10.00,16.02,-6.02
4.736,10.00,16.03,-6.03
4.756,10.00,16.04,-6.04
4.776,10.00,16.05,-6.05
4.796,10.00,16.06,-6.06
4.816,10.00,16.07,-6.07
4.836,10.00,16.08,-6.08
4.856,10.00,16.09,-6.09
4.876,10.00,16.10,-6.10
4.896,10.00,16.11,-6.11
4.916,10.00,16.12,-6.12
4.936,10.00,16.13,-6.13
4.956,10.00,16.14,-6.14
4.976,10.00,16.14,-6.14
4.996,10.00,16.15,-6.15
5.016,10.00,16.16,-6.16
5.036,10.00,16.17,-6.17
5.056,10.00,16.18,-6.18
5.076,10.00,16.18,-6.18
5.096,10.00,16.19,-6.19
5.116,10.00,16.20,-6.20
5.136,10.00,16.21,-6.21
5.156,10.00,16.21,-6.21
5.176,10.00,16.22,-6.22
5.196,10.00,16.23,-6.23
5.216,10.00,16.24,-6.24
5.236,10.00,16.24,-6.24
5.256,10.00,16.25,-6.25
5.276,10.00,16.26,-6.26
5.296,10.00,16.26,-6.26
5.316,10.00,16.27,-6.27
5.336,10.00,16.27,-6.27
5.356,10.00,16.28,-6.28
5.376,10.00,16.29,-6.29
5.396,10.00,16.29,-6.29
5.416,10.00,16.30,-6.30
5.436,10.00,16.30,-6.30
5.456,10.00,16.31,-6.31
0.002,10.00,16.41,-6.41
0.056,10.00,16.41,-6.41
0.056,10.00,16.41,-6.41
0.602,10.00,16.42,-6.42
0.604,10.00,16.42,-6.42
6.096,10.00,16.42,-6.42
6.116,10.00,16.43,-6.43
6.136,10.00,16.43,-6.43
6.156,10.00,16.43,-6.43
6.176,10.00,16.44,-6.44
6.196,10.00,16.44,-6.44
6.216,10.00,16.44,-6.44
6.236,10.00,16.45,-6.45
6.256,10.00,16.45,-6.45
6.276,10.00,16.45,-6.45
6.296,10.00,16.46,-6.46
6.316,10.00,16.46,-6.46
6.336,10.00,16.47,-6.47
6.356,10.00,16.47,-6.47
6.376,10.00,16.47,-6.47
6.396,10.00,16.48,-6.48
6.416,10.00,16.48,-6.48
6.436,10.00,16.48,-6.48
6.456,10.00,16.49,-6.49
6.476,10.00,16.49,-6.49
0.016,9.80,16.50,-6.70
0.036,9.60,16.50,-6.90
0.056,9.40,16.51,-7.11
0.076,9.20,16.51,-7.31
0.116,8.80,16.52,-7.72
0.136,8.60,16.52,-7.92
0.156,8.40,16.52,-8.12
0.216,7.80,16.54,-8.74
0.236,7.60,16.54,-8.94
0.256,7.40,16.54,-9.14
0.276,7.20,16.55,-9.35
0.296,7.00,16.55,-9.55
0.316,6.80,16.56,-9.76
0.356,6.40,16.56,-10.16
0.376,6.20,16.57,-10.37
0.396,6.00,16.57,-10.57
0.416,5.80,16.57,-10.77
1.236,-2.40,16.85,-19.25
1.296,-3.00,16.00,-19.00
1.316,-3.20,16.89,-20.09
1.336,-3.40,16.90,-20.30
1.356,-3.60,1.00,-4.60
1.376,-3.80,16.92,-20.72
1.396,-4.00,16.93,-20.93
1.416,-4.20,1.00,-5.20
1.436,-4.40,16.95,-21.35
1.456,-4.60,16.96,-21.56
1.476,-4.80,16.97,-21.77
1.496,-5.00,16.97,-21.97
1.516,-5.20,16.00,-21.20
1.536,-5.40,16.99,-22.39
1.556,-5.60,17.00,-22.60
1.576,-5.80,17.00,-22.80
1.596,-6.00,17.01,-23.01
1.616,-6.20,17.00,-23.20
1.656,-6.60,17.02,-23.62
1.676,-6.80,17.03,-23.83
1.696,-7.00,17.03,-24.03
1.736,-7.40,17.04,-24.44
1.756,-7.60,17.04,-24.64
1.776,-7.80,17.04,-24.84
1.796,-8.00,17.05,-25.05
1.816,-8.20,17.05,-25.25
1.836,-8.40,17.05,-25.45
1.856,-8.60,17.05,-25.65
1.876,-8.80,17.05,-25.85
1.896,-9.00,17.04,-26.04
1.916,-9.20,17.04,-26.24
1.936,-9.40,17.04,-26.44
1.956,-9.60,17.03,-26.63
1.976,-9.80,17.03,-26.83
1.996,-10.00,17.03,-27.03
2.016,-10.20,17.02,-27.22
2.036,-10.40,17.01,-27.41
2.056,-10.60,17.01,-27.61
2.076,-10.80,17.00,-27.80
2.096,-11.00,16.99,-27.99
2.116,-11.20,16.98,-28.18
2.136,-11.40,16.97,-28.37
2.156,-11.60,16.96,-28.56
2.176,-11.80,16.95,-28.75
2.196,-12.00,16.94,-28.94
2.216,-12.20,16.92,-29.12
2.236,-12.40,16.91,-29.31
2.256,-12.60,16.90,-29.50
2.276,-12.80,16.88,-29.68
2.296,-13.00,16.86,-29.86
2.316,-13.20,16.85,-30.05
2.336,-13.40,16.83,-30.23
2.356,-13.60,16.81,-30.41
2.376,-13.80,16.79,-30.59
2.396,-14.00,16.76,-30.76
2.416,-14.20,16.74,-30.94
2.436,-14.40,16.71,-31.11
2.456,-14.60,16.69,-31.29
2.496,-15.00,16.63,-31.63
2.616,-15.00,16.42,-31.42
2.636,-15.00,16.38,-31.38
2.656,-15.00,16.34,-31.34
2.676,-15.00,16.29,-31.29
2.696,-15.00,16.25,-31.25
2.736,-15.00,16.15,-31.15
2.776,-15.00,16.04,-31.04
2.796,-15.00,15.98,-30.98
2.816,-15.00,1.00,-16.00
2.836,-15.00,15.86,-30.86
2.856,-15.00,15.80,-30.80
2.876,-15.00,15.73,-30.73
2.896,-15.00,15.66,-30.66
2.916,-15.00,15.00,-30.00
2.936,-15.00,15.52,-30.52
2.956,-15.00,15.00,-30.00
2.976,-15.00,15.36,-30.36
2.996,-15.00,15.00,-30.00
3.016,-15.00,15.20,-30.20
3.036,-15.00,15.11,-30.11
3.056,-15.00,15.03,-30.03
3.076,-15.00,14.94,-29.94
3.096,-15.00,14.84,-29.84
3.116,-15.00,14.75,-29.75
3.136,-15.00,14.66,-29.66
3.156,-15.00,14.56,-29.56
3.176,-15.00,14.46,-29.46
3.196,-15.00,14.36,-29.36
3.216,-15.00,14.26,-29.26
3.236,-15.00,14.16,-29.16
3.256,-15.00,14.05,-29.05
3.276,-15.00,13.95,-28.95
3.296,-15.00,13.84,-28.84
3.316,-15.00,13.74,-28.74
3.336,-15.00,13.63,-28.63
3.356,-15.00,13.53,-28.53
3.376,-15.00,13.42,-28.42
3.396,-15.00,13.31,-28.31
3.416,-15.00,13.21,-28.21
3.436,-15.00,13.10,-28.10
3.456,-15.00,13.00,-28.00
3.476,-15.00,12.90,-27.90
3.496,-15.00,12.79,-27.79
3.536,-15.00,12.59,-27.59
3.556,-15.00,12.49,-27.49
3.576,-15.00,12.39,-27.39
3.596,-15.00,12.30,-27.30
3.616,-15.00,12.20,-27.20
3.636,-15.00,12.11,-27.11
3.656,-15.00,12.20,-27.20
3.676,-15.00,11.93,-26.93
3.736,-15.00,11.68,-26.68
3.756,-15.00,11.60,-26.60
3.776,-15.00,11.52,-26.52
3.816,-15.00,11.37,-26.37
3.856,-15.00,11.22,-26.22
3.876,-15.00,11.16,-26.16
3.896,-15.00,11.09,-26.09
3.936,-15.00,10.96,-25.96
3.976,-15.00,10.84,-25.84
0.000,-15.00,9.73,-24.73
0.462,-15.00,98.00,-113.00
4.716,-15.00,9.66,-24.66
4.736,-15.00,9.60,-24.60
4.756,-15.00,9.66,-24.66
4.856,-15.00,9.60,-24.60
4.896,-15.00,9.66,-24.66
4.976,-15.00,9.68,-24.68
5.036,-15.00,9.70,-24.70
5.056,-15.00,9.71,-24.71
5.076,-15.00,9.72,-24.72
5.096,-15.00,9.72,-24.72
5.116,-15.00,9.73,-24.73
5.136,-15.00,9.74,-24.74
5.156,-15.00,9.75,-24.75
5.176,-15.00,9.76,-24.76
5.196,-15.00,9.77,-24.77
5.216,-15.00,9.79,-24.79
5.236,-15.00,9.80,-24.80
5.256,-15.00,9.81,-24.81
5.276,-15.00,9.83,-24.83
5.296,-15.00,9.84,-24.84
5.316,-15.00,9.86,-24.86
5.336,-15.00,9.87,-24.87
5.356,-15.00,9.89,-24.89
5.376,-15.00,9.91,-24.91
5.396,-15.00,9.93,-24.93
5.416,-15.00,9.94,-24.94
5.436,-15.00,9.96,-24.96
5.456,-15.00,9.99,-24.99
5.476,-15.00,10.01,-25.01
5.496,-15.00,10.03,-25.03
5.516,-15.00,10.00,-25.00
5.536,-15.00,10.08,-25.08
5.556,-15.00,10.10,-25.10
5.576,-15.00,10.13,-25.13
5.596,-15.00,10.16,-25.16
5.616,-15.00,10.18,-25.18
5.636,-15.00,10.21,-25.21
5.656,-15.00,10.24,-25.24
5.676,-15.00,10.27,-25.27
5.696,-15.00,10.00,-25.00
5.736,-15.00,10.38,-25.38
5.756,-15.00,10.41,-25.41
5.776,-15.00,10.45,-25.45
5.796,-15.00,10.49,-25.49
5.816,-15.00,10.53,-25.53
5.836,-15.00,10.57,-25.57
5.856,-15.00,10.61,-25.61
5.876,-15.00,10.66,-25.66
5.896,-15.00,10.71,-25.71
5.916,-15.00,10.75,-25.75
5.936,-15.00,10.80,-25.80
5.976,-15.00,10.91,-25.91
5.996,-15.00,10.97,-25.97
6.036,-15.00,11.08,-26.08
6.056,-15.00,11.15,-26.15
6.076,-15.00,11.21,-26.21
6.096,-15.00,11.28,-26.28
6.136,-15.00,11.42,-26.42
6.156,-15.00,11.49,-26.49
6.176,-15.00,11.57,-26.57
6.196,-15.00,11.65,-26.65
6.216,-15.00,11.73,-26.73
6.236,-15.00,11.81,-26.81
6.276,-15.00,11.99,-26.99
6.316,-15.00,12.18,-27.18
6.336,-15.00,12.28,-27.28
6.356,-15.00,12.38,-27.38
6.396,-15.00,12.59,-27.59
6.416,-15.00,12.70,-27.70
6.436,-15.00,12.82,-27.82
6.456,-15.00,12.94,-27.94
6.476,-15.00,13.06,-28.06
6.516,-15.00,13.31,-28.31
6.536,-15.00,13.44,-28.44
6.556,-15.00,13.57,-28.57
6.576,-15.00,13.71,-28.71
6.616,-15.00,13.99,-28.99
6.636,-15.00,14.14,-29.14
6.656,-15.00,14.28,-29.28
6.676,-15.00,14.43,-29.43
6.696,-15.00,14.58,-29.58
6.716,-15.00,14.74,-29.74
6.736,-15.00,14.89,-29.89
6.756,-15.00,15.05,-30.05
6.776,-15.00,15.21,-30.21
6.796,-15.00,15.37,-30.37
6.816,-15.00,15.53,-30.53
-0.004,-15.00,19.81,-34.81
0.016,-14.80,19.87,-34.67
0.036,-14.60,19.93,-34.53
0.056,-14.40,19.98,-34.38
0.076,-14.20,20.03,-34.23
0.116,-13.80,20.11,-33.91
0.136,-13.60,20.15,-33.75
0.176,-13.20,20.21,-33.41
0.196,-13.00,20.24,-33.24
0.216,-12.80,20.26,-33.06
0.256,-12.40,20.30,-32.70
0.276,-12.20,20.31,-32.51
0.296,-12.00,20.32,-32.32
0.476,-10.20,20.26,-30.46
0.070,-7.60,19.83,-27.43
0.004,-6.40,19.47,-25.87
0.004,-6.20,19.41,-25.61
0.086,-6.00,19.33,-25.33
0.956,-5.40,0.00,-5.40
0.976,-5.20,0.01,-5.21
0.996,-5.00,18.93,-23.93
1.016,-5.00,18.83,-23.83
1.056,-5.00,18.64,-23.64
1.076,-5.00,18.54,-23.54
1.096,-5.00,18.40,-23.40
1.116,-5.00,18.00,-23.00
1.156,-5.00,18.08,-23.08
1.176,-5.00,17.96,-22.96
1.216,-5.00,17.70,-22.70
1.256,-5.00,17.43,-22.43
1.276,-5.00,17.29,-22.29
1.296,-5.00,17.14,-22.14
1.316,-5.00,16.99,-21.99
1.336,-5.00,16.83,-21.83
1.356,-5.00,16.68,-21.68
1.376,-5.00,16.51,-21.51
1.396,-5.00,16.35,-21.35
1.416,-5.00,16.18,-21.18
1.436,-5.00,0.00,-5.00
1.456,-5.00,15.83,-20.83
1.496,-5.00,15.47,-20.47
1.516,-5.00,15.28,-20.28
1.536,-5.00,15.10,-20.10
1.576,-5.00,14.72,-19.72
1.596,-5.00,14.52,-19.52
-0.002,-5.00,9.38,-14.38
0.017,-5.00,9.23,-14.23
0.018,-5.00,9.08,-14.08
0.220,-5.00,8.78,-13.78
2.276,-5.00,8.50,-13.50
2.296,-5.00,8.36,-13.36
2.316,-5.00,8.22,-13.22
2.336,-5.00,8.09,-13.09
2.356,-5.00,7.00,-12.00
2.376,-5.00,7.83,-12.83
2.396,-5.00,7.71,-12.71
2.436,-5.00,7.40,-12.40
