time_s,target_deg,measured_deg,error_deg
2.000,0.00,-52.48,52.48
2.660,0.00,-53.44,53.44
2.760,0.00,-53.61,53.61
2.780,0.00,-53.64,53.64
2.800,0.00,-53.68,53.68
2.820,0.00,-53.71,53.71
2.840,0.00,-53.74,53.74
2.860,0.00,-53.78,53.78
2.880,0.00,-53.81,53.81
2.900,0.00,-53.84,53.84
2.920,0.00,-53.88,53.88
2.940,0.00,-53.91,53.91
2.960,0.00,-53.95,53.95
2.980,0.00,-53.98,53.98
3.000,0.00,-54.01,54.01
3.020,0.00,-54.05,54.05
3.040,0.00,-54.08,54.08
3.060,0.00,-54.12,54.12
3.080,0.00,-54.15,54.15
3.100,0.00,-54.19,54.19
3.120,0.00,-54.22,54.22
3.140,0.00,-54.26,54.26
3.160,0.00,-54.29,54.29
3.180,0.00,-54.33,54.33
3.200,0.00,-54.36,54.36
3.220,0.00,-54.40,54.40
3.240,0.00,-54.44,54.44
3.260,0.00,-54.48,54.48
3.280,0.00,-54.51,54.51
3.300,0.00,-54.55,54.55
3.340,0.00,-54.63,54.63
3.360,0.00,-54.67,54.67
3.380,0.00,-54.71,54.71
3.400,0.00,-54.75,54.75
3.440,0.00,-54.82,54.82
3.460,0.00,-54.87,54.87
3.480,0.00,-54.91,54.91
3.520,0.00,-54.99,54.99
3.540,0.00,-55.03,55.03
3.560,0.00,-55.07,55.07
3.580,0.00,-55.11,55.11
3.600,0.00,-55.15,55.15
3.620,0.00,-55.19,55.19
3.640,0.00,-55.23,55.23
3.660,0.00,-55.27,55.27
3.680,0.00,-55.32,55.32
3.700,0.00,-55.36,55.36
3.740,0.00,-55.43,55.43
3.760,0.00,-55.47,55.47
3.780,0.00,-55.51,55.51
3.800,0.00,-55.55,55.55
3.820,0.00,-55.59,55.59
3.840,0.00,-55.63,55.63
3.860,0.00,-55.66,55.66
3.880,0.00,-55.70,55.70
3.900,0.00,-55.74,55.74
3.920,0.00,-55.77,55.77
3.940,0.00,-55.81,55.81
3.960,0.00,-55.85,55.85
-45.056,0.00,-56.80,56.80
-45.011,0.00,-56.84,56.84
-44.565,0.00,-56.88,56.88
-44.565,0.00,-56.92,56.92
-40.100,0.00,-56.96,56.96
-40.098,0.00,-56.99,56.99
-40.096,0.00,-57.03,57.03
-40.094,0.00,-57.07,57.07
-40.092,0.00,-57.11,57.11
-40.090,0.00,-57.15,57.15
-40.088,0.00,-57.18,57.18
-40.086,0.00,-57.22,57.22
-40.084,0.00,-57.26,57.26
-40.082,0.00,-57.30,57.30
4.740,0.00,-57.34,57.34
4.760,0.00,-57.37,57.37
4.780,0.00,-57.41,57.41
4.800,0.00,-57.45,57.45
4.820,0.00,-57.49,57.49
4.840,0.00,-57.52,57.52
4.860,0.00,-57.56,57.56
4.880,0.00,-570.00,570.00
4.900,0.00,-57.63,57.63
4.920,0.00,-57.67,57.67
4.940,0.00,-57.71,57.71
4.960,0.00,-57.74,57.74
4.980,0.00,-57.77,57.77
5.020,0.00,-57.84,57.84
5.040,0.00,-57.87,57.87
5.060,0.00,-57.91,57.91
5.080,0.00,-57.94,57.94
5.100,0.00,-57.97,57.97
5.120,0.00,-57.99,57.99
5.140,0.00,-58.02,58.02
5.160,0.00,-58.05,58.05
5.180,0.00,-58.07,58.07
5.200,0.00,-58.09,58.09
5.220,0.00,-58.11,58.11
5.240,0.00,-58.13,58.13
5.260,0.00,-58.15,58.15
5.280,0.00,-58.17,58.17
5.300,0.00,-58.19,58.19
5.320,0.00,-58.20,58.20
5.340,0.00,-58.22,58.22
5.360,0.00,-0.23,0.23
5.380,0.00,-58.25,58.25
5.440,0.00,-58.28,58.28
5.460,0.00,-58.29,58.29
5.480,0.00,-58.29,58.29
5.500,0.00,-58.30,58.30
5.520,0.00,-58.31,58.31
5.540,0.00,-58.31,58.31
5.560,0.00,-58.32,58.32
5.600,0.00,-58.32,58.32
5.620,0.00,-58.32,58.32
5.660,0.00,-58.32,58.32
5.680,0.00,-58.32,58.32
5.700,0.00,-58.32,58.32
5.720,0.00,-58.32,58.32
5.740,0.00,-58.31,58.31
5.760,0.00,-58.31,58.31
5.780,0.00,-58.31,58.31
5.800,0.00,-58.30,58.30
5.820,0.00,-58.30,58.30
5.840,0.00,-58.29,58.29
5.860,0.00,-58.29,58.29
5.880,0.00,-58.28,58.28
5.900,0.00,-58.27,58.27
5.920,0.00,-58.27,58.27
5.940,0.00,-58.26,58.26
5.960,0.00,-58.25,58.25
5.980,0.00,-58.24,58.24
6.000,0.00,-58.24,58.24
6.020,0.00,-58.23,58.23
6.040,0.00,-58.22,58.22
6.060,0.00,-58.21,58.21
6.080,0.00,-58.20,58.20
6.100,0.00,-58.19,58.19
6.120,0.00,-58.18,58.18
6.140,0.00,-58.17,58.17
6.160,0.00,-58.16,58.16
6.200,0.00,-58.14,58.14
6.220,0.00,-58.13,58.13
6.260,0.00,-58.11,58.11
6.280,0.00,-58.10,58.10
6.300,0.00,-58.09,58.09
6.320,0.00,-58.08,58.08
6.360,0.00,-58.06,58.06
6.400,0.00,-58.05,58.05
7.140,0.00,-58.01,58.01
7.160,0.00,-58.02,58.02
7.180,0.00,-58.02,58.02
7.200,0.00,-5.00,5.00
7.220,0.00,-58.05,58.05
7.240,0.00,-58.06,58.06
7.280,0.00,-58.09,58.09
7.300,0.00,-58.10,58.10
7.340,0.00,-58.14,58.14
7.360,0.00,-58.17,58.17
7.380,0.00,-58.19,58.19
7.400,0.00,-58.22,58.22
7.420,0.00,-58.25,58.25
7.500,0.00,-58.38,58.38
7.540,0.00,-58.47,58.47
7.580,0.00,-58.57,58.57
7.600,0.00,-58.63,58.63
7.640,0.00,-58.75,58.75
7.680,0.00,-58.89,58.89
7.700,0.00,-58.97,58.97
7.720,0.00,-59.06,59.06
7.760,0.00,-59.25,59.25
7.780,0.00,-59.36,59.36
7.820,0.00,-59.60,59.60
7.860,0.00,-59.88,59.88
7.880,0.00,-60.03,60.03
7.900,0.00,-60.20,60.20
7.960,0.00,-60.80,60.80
7.980,0.00,-61.03,61.03
8.000,0.00,-61.27,61.27
8.040,0.00,-61.82,61.82
8.060,0.00,-62.12,62.12
8.100,0.00,-62.79,62.79
8.160,0.00,-63.92,63.92
8.200,0.00,-0.77,0.77
8.220,0.00,-65.21,65.21
8.260,0.00,-66.14,66.14
8.280,0.00,-66.61,66.61
8.320,0.00,-67.00,67.00
8.340,0.00,-68.09,68.09
-45.055,0.00,-79.50,79.50
-44.521,0.00,6.00,-6.00
-39.660,0.00,-81.44,81.44
-39.654,0.00,-82.55,82.55
-39.652,0.00,91.00,-91.00
-39.650,0.00,-83.27,83.27
-39.646,0.00,-83.95,83.95
-39.644,0.00,-84.28,84.28
9.140,0.00,-84.90,84.90
9.160,0.00,-85.20,85.20
9.180,0.00,-85.48,85.48
9.200,0.00,-85.75,85.75
9.220,0.00,-86.01,86.01
9.240,0.00,-86.25,86.25
9.280,0.00,-86.72,86.72
9.300,0.00,-86.93,86.93
9.320,0.00,-87.14,87.14
9.340,0.00,-87.34,87.34
9.380,0.00,-87.73,87.73
9.420,0.00,-88.09,88.09
9.440,0.00,-88.26,88.26
9.480,0.00,-88.60,88.60
9.500,0.00,-88.76,88.76
9.520,0.00,-88.92,88.92
9.540,0.00,-89.07,89.07
9.580,0.00,-89.35,89.35
9.620,0.00,-89.62,89.62
9.640,0.00,-89.74,89.74
9.660,0.00,-89.86,89.86
9.680,0.00,-89.98,89.98
9.720,0.00,-90.20,90.20
9.740,0.00,-90.30,90.30
9.760,0.00,-90.40,90.40
9.820,0.00,-90.67,90.67
9.840,0.00,-90.76,90.76
9.860,0.00,-90.84,90.84
9.880,0.00,-90.91,90.91
9.900,0.00,-90.98,90.98
9.920,0.00,-91.05,91.05
9.960,0.00,-91.16,91.16
9.980,0.00,0.22,-0.22
10.000,0.00,-91.27,91.27
10.040,0.00,-0.30,0.30
10.100,0.00,-91.53,91.53
10.160,0.00,-91.70,91.70
10.200,0.00,-91.82,91.82
10.220,0.00,-91.88,91.88
10.240,0.00,-91.94,91.94
10.280,0.00,-92.06,92.06
10.300,0.00,-92.12,92.12
10.320,0.00,-92.18,92.18
10.340,0.00,-92.25,92.25
10.360,0.00,-92.31,92.31
10.380,0.00,-92.37,92.37
10.400,0.00,-92.43,92.43
10.420,0.00,-92.50,92.50
10.440,0.00,-92.56,92.56
10.460,0.00,-92.62,92.62
10.480,0.00,-92.69,92.69
10.500,0.00,-92.75,92.75
10.520,0.00,-92.81,92.81
10.540,0.00,-92.88,92.88
10.580,0.00,-93.01,93.01
10.600,0.00,-93.07,93.07
10.620,0.00,-93.14,93.14
10.640,0.00,-93.20,93.20
10.680,0.00,-93.33,93.33
10.700,0.00,-93.40,93.40
10.720,0.00,-93.46,93.46
10.740,0.00,-93.53,93.53
10.800,0.00,-93.72,93.72
11.520,0.00,37.00,-37.00
11.540,0.00,-95.00,95.00
11.560,0.00,-95.40,95.40
11.580,0.00,-95.44,95.44
11.620,0.00,-95.48,95.48
11.660,0.00,-95.53,95.53
11.680,0.00,-95.54,95.54
11.740,0.00,-95.60,95.60
11.760,0.00,-95.61,95.61
11.780,0.00,-95.63,95.63
11.800,0.00,-95.64,95.64
11.820,0.00,-95.65,95.65
11.840,0.00,-95.66,95.66
11.860,0.00,-95.67,95.67
11.880,0.00,-95.68,95.68
11.900,0.00,-95.69,95.69
11.940,0.00,-95.70,95.70
11.960,0.00,-95.71,95.71
11.980,0.00,-95.71,95.71
12.000,0.00,-95.71,95.71
12.020,0.00,-95.71,95.71
12.040,0.00,-95.72,95.72
12.080,0.00,-95.71,95.71
12.100,0.00,-95.71,95.71
12.120,0.00,-95.71,95.71
12.140,0.00,-95.70,95.70
12.180,0.00,-95.69,95.69
12.220,0.00,-95.68,95.68
12.240,0.00,-95.67,95.67
12.280,0.00,65.00,-65.00
12.320,0.00,-95.62,95.62
12.380,0.00,-95.00,95.00
12.400,0.00,-95.56,95.56
12.420,0.00,-95.55,95.55
12.440,0.00,-95.53,95.53
12.460,0.00,-95.51,95.51
12.480,0.00,-95.49,95.49
12.520,0.00,-95.45,95.45
12.560,0.00,-95.41,95.41
12.580,0.00,-95.38,95.38
12.600,0.00,-95.36,95.36
12.640,0.00,-95.31,95.31
12.680,0.00,-95.25,95.25
12.700,0.00,-95.22,95.22
12.880,0.00,-94.88,94.88
-45.055,0.00,-93.75,93.75
-45.055,0.00,-93.64,93.64
-45.002,0.00,-93.54,93.54
-44.477,0.00,-93.43,93.43
-44.477,0.00,-93.31,93.31
-39.224,0.00,-93.19,93.19
-39.222,0.00,-93.07,93.07
-39.218,0.00,-92.80,92.80
-39.216,0.00,-92.67,92.67
-39.214,0.00,-92.52,92.52
-39.212,0.00,-92.37,92.37
-39.210,0.00,-92.22,92.22
13.480,0.00,-91.89,91.89
13.520,0.00,-91.55,91.55
13.540,0.00,-91.37,91.37
13.560,0.00,-91.18,91.18
13.580,0.00,-90.99,90.99
13.620,0.00,-90.60,90.60
13.640,0.00,-90.39,90.39
13.680,0.00,-89.97,89.97
13.700,0.00,-89.75,89.75
13.720,0.00,-89.52,89.52
13.740,0.00,-89.29,89.29
13.780,0.00,-88.81,88.81
13.800,0.00,-88.56,88.56
13.820,0.00,-88.31,88.31
13.840,0.00,-88.05,88.05
13.860,0.00,-87.78,87.78
13.880,0.00,-87.51,87.51
13.900,0.00,-87.23,87.23
13.920,0.00,-86.94,86.94
13.940,0.00,-86.65,86.65
13.960,0.00,-86.35,86.35
13.980,0.00,-86.05,86.05
14.000,0.00,-85.74,85.74
14.040,0.00,-85.09,85.09
14.060,0.00,-6.00,6.00
14.080,0.00,-84.43,84.43
14.100,0.00,-84.09,84.09
14.120,0.00,-83.74,83.74
14.140,0.00,-83.38,83.38
14.160,0.00,-83.02,83.02
14.180,0.00,-82.65,82.65
14.200,0.00,-82.27,82.27
14.220,0.00,-81.89,81.89
14.240,0.00,-81.50,81.50
14.260,0.00,-81.10,81.10
14.280,0.00,-80.70,80.70
14.300,0.00,-80.29,80.29
14.340,0.00,-79.45,79.45
14.380,0.00,-78.58,78.58
14.400,0.00,-78.14,78.14
14.420,0.00,-77.69,77.69
14.440,0.00,-77.23,77.23
14.460,0.00,-76.77,76.77
14.500,0.00,-75.83,75.83
14.520,0.00,-75.35,75.35
14.540,0.00,-74.87,74.87
14.560,0.00,-7438.00,7438.00
14.580,0.00,-73.89,73.89
14.600,0.00,-73.39,73.39
14.620,0.00,-72.89,72.89
14.640,0.00,-0.38,0.38
14.660,0.00,-71.88,71.88
14.680,0.00,-71.36,71.36
14.700,0.00,-70.85,70.85
14.720,0.00,-70.33,70.33
14.740,0.00,-69.81,69.81
14.760,0.00,-69.28,69.28
14.780,0.00,-68.76,68.76
14.840,0.00,-67.18,67.18
14.900,0.00,-65.62,65.62
14.920,0.00,-65.11,65.11
14.940,0.00,-64.59,64.59
14.960,0.00,-64.09,64.09
14.980,0.00,58.00,-58.00
15.000,0.00,-63.09,63.09
15.020,0.00,-62.60,62.60
15.080,0.00,-61.17,61.17
15.880,0.00,-53.47,53.47
15.900,0.00,-53.53,53.53
15.920,0.00,-53.58,53.58
15.940,0.00,-53.65,53.65
15.960,0.00,-53.73,53.73
15.980,0.00,-5.00,5.00
16.000,0.00,-53.91,53.91
16.040,0.00,-54.13,54.13
16.080,0.00,-54.40,54.40
16.100,0.00,-54.55,54.55
16.120,0.00,-54.71,54.71
16.140,0.00,-54.88,54.88
16.160,0.00,-55.07,55.07
16.180,0.00,-55.27,55.27
16.200,0.00,-55.49,55.49
16.220,0.00,-55.72,55.72
16.240,0.00,-55.96,55.96
16.260,0.00,-56.22,56.22
16.300,0.00,-56.79,56.79
16.340,0.00,-57.43,57.43
16.360,0.00,-57.77,57.77
16.380,0.00,-58.13,58.13
