time_s,target_deg,measured_deg,error_deg
14.059,0.00,0.06,-0.06
14.079,0.00,0.06,-0.06
14.099,0.00,0.06,-0.06
14.139,0.00,0.05,-0.05
14.159,0.00,0.05,-0.05
14.199,0.00,0.05,-0.05
14.219,0.00,0.04,-0.04
14.279,0.00,0.04,-0.04
14.299,0.00,0.04,-0.04
14.319,0.00,0.04,-0.04
0.000,0.00,0.04,-0.04
0.147,0.00,0.05,-0.05
1.487,0.00,0.05,-0.05
1.489,0.00,0.05,-0.05
1.491,0.00,0.05,-0.05
1.493,0.00,0.05,-0.05
1.495,0.00,0.06,-0.06
1.499,0.00,0.06,-0.06
1.501,0.00,0.06,-0.06
1.503,0.00,0.06,-0.06
15.059,0.00,0.07,-0.07
15.079,0.00,0.07,-0.07
15.099,0.00,0.07,-0.07
15.119,0.00,0.07,-0.07
15.159,0.00,0.08,-0.08
15.179,0.00,0.08,-0.08
15.199,0.00,0.08,-0.08
15.259,0.00,0.09,-0.09
15.279,0.00,0.10,-0.10
15.299,0.00,0.10,-0.10
15.319,0.00,0.10,-0.10
15.339,0.00,0.10,-0.10
15.359,0.00,0.11,-0.11
15.399,0.00,0.11,-0.11
15.419,0.00,0.12,-0.12
15.439,0.00,0.12,-0.12
15.459,0.00,0.12,-0.12
15.479,0.00,0.12,-0.12
15.519,0.00,0.13,-0.13
15.539,0.00,0.13,-0.13
15.559,0.00,0.13,-0.13
15.579,0.00,0.13,-0.13
15.599,0.00,0.14,-0.14
15.639,0.00,0.14,-0.14
15.719,0.00,0.15,-0.15
15.739,0.00,0.15,-0.15
15.759,0.00,0.15,-0.15
15.779,0.00,0.15,-0.15
15.799,0.00,0.15,-0.15
15.819,0.00,0.15,-0.15
15.839,0.00,0.16,-0.16
15.859,0.00,0.16,-0.16
15.879,0.00,0.16,-0.16
15.919,0.00,0.16,-0.16
15.939,0.00,0.17,-0.17
15.979,0.00,0.17,-0.17
15.999,0.00,0.17,-0.17
16.019,0.00,0.18,-0.18
16.039,0.00,0.18,-0.18
16.059,0.00,0.18,-0.18
16.079,0.00,0.80,-0.80
16.099,0.00,0.19,-0.19
16.119,0.00,0.19,-0.19
16.159,0.00,0.19,-0.19
16.179,0.00,0.20,-0.20
16.199,0.00,0.20,-0.20
16.219,0.00,0.20,-0.20
16.239,0.00,0.21,-0.21
16.259,0.00,0.21,-0.21
16.279,0.00,0.21,-0.21
16.299,0.00,0.22,-0.22
16.319,0.00,0.22,-0.22
16.339,0.00,0.23,-0.23
16.359,0.00,0.23,-0.23
16.399,0.00,0.24,-0.24
16.419,0.00,0.24,-0.24
16.439,0.00,0.24,-0.24
16.479,0.00,0.25,-0.25
16.499,0.00,0.26,-0.26
16.519,0.00,0.26,-0.26
16.539,0.00,0.26,-0.26
16.599,0.00,0.28,-0.28
16.619,0.00,0.28,-0.28
16.659,0.00,0.29,-0.29
17.179,0.00,0.44,-0.44
17.279,0.00,0.47,-0.47
17.379,0.00,0.50,-0.50
17.399,0.00,0.51,-0.51
17.419,0.00,0.52,-0.52
17.459,0.00,0.53,-0.53
17.479,0.00,0.54,-0.54
17.499,0.00,0.55,-0.55
17.519,0.00,0.55,-0.55
17.539,0.00,0.56,-0.56
17.559,0.00,0.57,-0.57
17.579,0.00,0.58,-0.58
17.599,0.00,0.58,-0.58
17.619,0.00,0.59,-0.59
17.639,0.00,0.60,-0.60
17.679,0.00,0.62,-0.62
17.699,0.00,0.62,-0.62
17.719,0.00,0.63,-0.63
17.739,0.00,0.64,-0.64
17.779,0.00,0.65,-0.65
17.799,0.00,0.66,-0.66
17.819,0.00,0.67,-0.67
17.839,0.00,0.67,-0.67
17.859,0.00,0.68,-0.68
17.899,0.00,0.69,-0.69
17.919,0.00,0.70,-0.70
17.939,0.00,0.71,-0.71
17.979,0.00,0.72,-0.72
17.999,0.00,0.72,-0.72
18.019,0.00,0.73,-0.73
18.059,0.00,0.74,-0.74
18.079,0.00,0.74,-0.74
18.099,0.00,0.75,-0.75
18.119,0.00,0.75,-0.75
18.139,0.00,0.76,-0.76
18.159,0.00,0.76,-0.76
18.179,0.00,0.77,-0.77
18.199,0.00,0.77,-0.77
18.219,0.00,0.77,-0.77
18.239,0.00,0.78,-0.78
18.259,0.00,0.78,-0.78
18.299,0.00,0.79,-0.79
18.319,0.00,0.79,-0.79
18.339,0.00,0.79,-0.79
18.359,0.00,0.80,-0.80
18.379,0.00,0.80,-0.80
18.419,0.00,0.80,-0.80
18.439,0.00,0.81,-0.81
18.459,0.00,0.81,-0.81
18.479,0.00,0.81,-0.81
18.499,0.00,0.82,-0.82
18.519,0.00,0.82,-0.82
18.539,0.00,0.82,-0.82
18.559,0.00,0.82,-0.82
0.000,0.00,0.93,-0.93
0.018,0.00,0.93,-0.93
0.189,0.00,0.94,-0.94
1.911,0.00,0.95,-0.95
1.913,0.00,0.96,-0.96
1.915,0.00,0.96,-0.96
1.917,0.00,0.97,-0.97
1.919,0.00,0.97,-0.97
1.921,0.00,0.98,-0.98
1.923,0.00,0.98,-0.98
1.925,0.00,0.99,-0.99
1.927,0.00,1.00,-1.00
19.299,0.00,1.00,-1.00
19.319,0.00,1.01,-1.01
19.339,0.00,1.01,-1.01
19.359,0.00,1.02,-1.02
19.379,0.00,1.03,-1.03
19.399,0.00,1.03,-1.03
19.419,0.00,1.04,-1.04
19.439,0.00,1.04,-1.04
19.459,0.00,1.05,-1.05
19.479,0.00,1.05,-1.05
19.499,0.00,1.06,-1.06
19.519,0.00,1.06,-1.06
19.539,0.00,1.07,-1.07
19.559,0.00,1.07,-1.07
19.579,0.00,1.08,-1.08
19.599,0.00,1.08,-1.08
19.619,0.00,1.08,-1.08
19.639,0.00,1.09,-1.09
19.659,0.00,1.09,-1.09
19.679,0.00,1.09,-1.09
19.699,0.00,1.10,-1.10
19.719,0.00,1.10,-1.10
19.739,0.00,1.10,-1.10
19.759,0.00,1.10,-1.10
19.779,0.00,1.10,-1.10
19.799,0.00,1.10,-1.10
19.819,0.00,1.11,-1.11
19.839,0.00,1.11,-1.11
19.859,0.00,1.11,-1.11
19.879,0.00,1.11,-1.11
19.899,0.00,1.11,-1.11
19.919,0.00,1.11,-1.11
19.939,0.00,1.11,-1.11
19.959,0.00,1.11,-1.11
19.979,0.00,1.11,-1.11
19.999,0.00,1.11,-1.11
20.019,0.00,1.11,-1.11
20.039,0.00,1.11,-1.11
20.059,0.00,1.11,-1.11
20.079,0.00,1.11,-1.11
20.099,0.00,1.11,-1.11
20.119,0.00,1.11,-1.11
20.139,0.00,1.11,-1.11
20.159,0.00,1.11,-1.11
20.179,0.00,1.11,-1.11
20.199,0.00,1.11,-1.11
20.219,0.00,1.11,-1.11
20.239,0.00,1.12,-1.12
20.259,0.00,1.12,-1.12
20.279,0.00,1.12,-1.12
20.299,0.00,1.12,-1.12
20.319,0.00,1.12,-1.12
20.339,0.00,1.12,-1.12
20.359,0.00,1.12,-1.12
20.379,0.00,1.12,-1.12
20.399,0.00,1.12,-1.12
20.419,0.00,1.12,-1.12
20.439,0.00,1.12,-1.12
20.459,0.00,1.12,-1.12
20.479,0.00,1.12,-1.12
20.499,0.00,1.12,-1.12
20.519,0.00,1.12,-1.12
20.539,0.00,1.12,-1.12
20.559,0.00,1.13,-1.13
20.579,0.00,1.13,-1.13
20.599,0.00,1.13,-1.13
20.619,0.00,1.13,-1.13
20.639,0.00,1.13,-1.13
20.659,0.00,1.13,-1.13
20.679,0.00,1.13,-1.13
20.699,0.00,1.13,-1.13
20.719,0.00,1.13,-1.13
20.739,0.00,1.12,-1.12
20.759,0.00,1.12,-1.12
20.779,0.00,1.12,-1.12
20.799,0.00,1.12,-1.12
20.819,0.00,1.12,-1.12
20.839,0.00,1.12,-1.12
20.859,0.00,1.12,-1.12
20.879,0.00,1.12,-1.12
20.899,0.00,1.12,-1.12
21.619,0.00,1.11,-1.11
21.639,0.00,1.11,-1.11
21.659,0.00,1.11,-1.11
21.679,0.00,1.11,-1.11
21.699,0.00,1.11,-1.11
21.719,0.00,1.11,-1.11
21.739,0.00,1.11,-1.11
21.759,0.00,1.11,-1.11
21.779,0.00,1.10,-1.10
21.799,0.00,1.10,-1.10
21.819,0.00,1.10,-1.10
21.839,0.00,1.10,-1.10
21.859,0.00,1.10,-1.10
21.879,0.00,1.10,-1.10
21.899,0.00,1.10,-1.10
21.919,0.00,1.10,-1.10
21.939,0.00,1.10,-1.10
21.959,0.00,1.10,-1.10
21.979,0.00,1.10,-1.10
21.999,0.00,1.10,-1.10
22.019,0.00,1.10,-1.10
22.039,0.00,1.10,-1.10
22.059,0.00,1.10,-1.10
22.079,0.00,1.10,-1.10
22.099,0.00,1.10,-1.10
22.119,0.00,1.10,-1.10
22.139,0.00,1.10,-1.10
22.159,0.00,1.10,-1.10
22.179,0.00,1.10,-1.10
22.199,0.00,1.10,-1.10
22.219,0.00,1.10,-1.10
22.239,0.00,1.10,-1.10
22.259,0.00,1.11,-1.11
22.279,0.00,1.11,-1.11
22.299,0.00,1.11,-1.11
22.319,0.00,1.11,-1.11
22.339,0.00,1.11,-1.11
22.359,0.00,1.11,-1.11
22.379,0.00,1.11,-1.11
22.399,0.00,1.11,-1.11
22.419,0.00,1.11,-1.11
22.439,0.00,1.11,-1.11
22.459,0.00,1.11,-1.11
22.479,0.00,1.11,-1.11
22.499,0.00,1.11,-1.11
22.519,0.00,1.11,-1.11
22.539,0.00,1.11,-1.11
22.559,0.00,1.11,-1.11
22.579,0.00,1.11,-1.11
22.599,0.00,1.11,-1.11
22.619,0.00,1.11,-1.11
22.639,0.00,1.11,-1.11
22.659,0.00,1.11,-1.11
22.679,0.00,1.11,-1.11
22.699,0.00,1.11,-1.11
22.719,0.00,1.11,-1.11
22.739,0.00,1.11,-1.11
22.759,0.00,1.12,-1.12
22.779,0.00,1.12,-1.12
0.001,0.00,1.13,-1.13
0.022,0.00,1.13,-1.13
0.232,0.00,1.13,-1.13
2.331,0.00,1.13,-1.13
2.333,0.00,1.14,-1.14
2.335,0.00,1.14,-1.14
2.337,0.00,1.14,-1.14
2.339,0.00,1.14,-1.14
2.341,0.00,1.14,-1.14
2.343,0.00,1.14,-1.14
2.345,0.00,1.14,-1.14
2.347,0.00,1.14,-1.14
2.349,0.00,1.14,-1.14
23.519,0.00,1.14,-1.14
23.539,0.00,1.14,-1.14
23.559,0.00,1.15,-1.15
23.619,0.00,1.15,-1.15
23.659,0.00,1.15,-1.15
23.679,0.00,1.15,-1.15
23.699,0.00,1.15,-1.15
23.719,0.00,1.15,-1.15
23.739,0.00,1.16,-1.16
23.759,0.00,1.16,-1.16
23.779,0.00,1.16,-1.16
23.799,0.00,1.16,-1.16
23.819,0.00,1.16,-1.16
3.839,0.00,1.16,-1.16
23.859,0.00,1.16,-1.16
23.879,0.00,1.16,-1.16
23.899,0.00,1.17,-1.17
23.919,0.00,1.17,-1.17
23.959,0.00,1.17,-1.17
23.979,0.00,1.17,-1.17
23.999,0.00,1.17,-1.17
24.019,0.00,1.17,-1.17
24.059,0.00,1.18,-1.18
24.079,0.00,1.18,-1.18
24.099,0.00,1.18,-1.18
24.119,0.00,1.18,-1.18
24.139,0.00,1.18,-1.18
24.159,0.00,1.19,-1.19
24.179,0.00,1.19,-1.19
24.199,0.00,1.19,-1.19
24.219,0.00,1.19,-1.19
24.239,0.00,0.19,-0.19
24.259,0.00,1.19,-1.19
24.279,0.00,1.20,-1.20
24.299,0.00,1.20,-1.20
24.319,0.00,1.20,-1.20
24.339,0.00,1.20,-1.20
24.359,0.00,1.20,-1.20
24.379,0.00,1.20,-1.20
24.399,0.00,1.20,-1.20
24.419,0.00,1.20,-1.20
24.459,0.00,1.20,-1.20
24.479,0.00,1.20,-1.20
24.499,0.00,1.20,-1.20
24.539,0.00,1.20,-1.20
24.559,0.00,1.20,-1.20
24.579,0.00,1.20,-1.20
24.599,0.00,1.20,-1.20
24.619,0.00,1.20,-1.20
24.639,0.00,1.20,-1.20
24.659,0.00,1.20,-1.20
24.679,0.00,1.20,-1.20
24.699,0.00,1.20,-1.20
24.739,0.00,1.20,-1.20
24.759,0.00,1.20,-1.20
24.779,0.00,1.20,-1.20
24.819,0.00,1.20,-1.20
24.839,0.00,1.20,-1.20
24.859,0.00,1.20,-1.20
24.879,0.00,1.20,-1.20
24.899,0.00,1.20,-1.20
24.919,0.00,1.20,-1.20
24.959,0.00,1.20,-1.20
24.999,0.00,1.20,-1.20
25.039,0.00,1.20,-1.20
25.059,0.00,1.20,-1.20
25.079,0.00,1.20,-1.20
25.099,0.00,1.20,-1.20
25.119,0.00,1.20,-1.20
25.559,0.00,1.17,-1.17
25.659,0.00,1.16,-1.16
25.859,0.00,1.14,-1.14
25.879,0.00,1.14,-1.14
25.899,0.00,1.13,-1.13
25.919,0.00,1.13,-1.13
25.939,0.00,1.13,-1.13
25.979,0.00,1.13,-1.13
25.999,0.00,1.13,-1.13
26.019,0.00,1.12,-1.12
26.039,0.00,1.12,-1.12
26.079,0.00,1.12,-1.12
26.119,0.00,1.11,-1.11
26.139,0.00,1.11,-1.11
26.159,0.00,1.11,-1.11
26.179,0.00,1.11,-1.11
26.219,0.00,1.10,-1.10
26.239,0.00,1.10,-1.10
26.279,0.00,1.10,-1.10
26.299,0.00,1.09,-1.09
26.319,0.00,1.09,-1.09
26.339,0.00,1.09,-1.09
26.359,0.00,1.08,-1.08
26.379,0.00,1.08,-1.08
26.399,0.00,1.08,-1.08
26.439,0.00,1.07,-1.07
26.459,0.00,1.07,-1.07
26.479,0.00,1.07,-1.07
26.499,0.00,1.06,-1.06
26.519,0.00,1.06,-1.06
26.539,0.00,1.06,-1.06
26.559,0.00,1.05,-1.05
26.579,0.00,1.05,-1.05
26.599,0.00,1.05,-1.05
26.619,0.00,1.04,-1.04
26.659,0.00,1.04,-1.04
26.679,0.00,1.03,-1.03
26.719,0.00,1.03,-1.03
26.739,0.00,2.00,-2.00
26.759,0.00,1.02,-1.02
26.819,0.00,1.01,-1.01
26.859,0.00,1.00,-1.00
26.899,0.00,0.99,-0.99
26.919,0.00,0.99,-0.99
26.939,0.00,0.98,-0.98
26.999,0.00,0.97,-0.97
0.026,0.00,0.86,-0.86
0.274,0.00,0.86,-0.86
0.274,0.00,0.86,-0.86
2.755,0.00,0.85,-0.85
2.759,0.00,0.84,-0.84
2.761,0.00,0.84,-0.84
2.763,0.00,0.84,-0.84
2.765,0.00,0.83,-0.83
2.769,0.00,0.82,-0.82
2.771,0.00,0.82,-0.82
27.759,0.00,0.81,-0.81
27.779,0.00,0.81,-0.81
27.799,0.00,0.81,-0.81
27.819,0.00,0.80,-0.80
27.839,0.00,0.80,-0.80
27.879,0.00,0.79,-0.79
27.899,0.00,0.79,-0.79
27.919,0.00,0.79,-0.79
27.939,0.00,0.78,-0.78
27.959,0.00,0.78,-0.78
27.979,0.00,0.78,-0.78
27.999,0.00,0.78,-0.78
28.019,0.00,0.77,-0.77
28.039,0.00,7.00,-7.00
28.079,0.00,0.77,-0.77
28.119,0.00,0.70,-0.70
28.139,0.00,0.76,-0.76
28.159,0.00,0.76,-0.76
28.219,0.00,0.75,-0.75
28.239,0.00,0.75,-0.75
28.259,0.00,0.74,-0.74
28.279,0.00,0.74,-0.74
28.319,0.00,0.74,-0.74
28.339,0.00,0.73,-0.73
28.379,0.00,0.73,-0.73
28.399,0.00,0.73,-0.73
28.419,0.00,0.73,-0.73
28.439,0.00,0.72,-0.72
28.459,0.00,0.72,-0.72
28.479,0.00,0.72,-0.72
28.499,0.00,0.72,-0.72
28.519,0.00,0.72,-0.72
28.539,0.00,0.72,-0.72
28.559,0.00,0.00,0.00
28.599,0.00,0.72,-0.72
28.639,0.00,0.72,-0.72
28.659,0.00,0.72,-0.72
28.699,0.00,0.72,-0.72
28.719,0.00,0.72,-0.72
28.739,0.00,2.00,-2.00
28.759,0.00,0.72,-0.72
28.779,0.00,0.72,-0.72
28.819,0.00,0.72,-0.72
28.839,0.00,0.72,-0.72
28.859,0.00,0.72,-0.72
28.879,0.00,0.73,-0.73
28.899,0.00,0.73,-0.73
28.919,0.00,0.73,-0.73
28.939,0.00,0.73,-0.73
28.999,0.00,0.73,-0.73
29.019,0.00,0.74,-0.74
29.039,0.00,0.74,-0.74
29.059,0.00,0.74,-0.74
29.079,0.00,0.74,-0.74
29.119,0.00,5.00,-5.00
29.159,0.00,0.75,-0.75
29.239,0.00,0.00,0.00
29.259,0.00,0.76,-0.76
29.299,0.00,0.76,-0.76
29.319,0.00,0.76,-0.76
30.059,0.00,0.85,-0.85
30.079,0.00,0.85,-0.85
30.099,0.00,0.86,-0.86
30.119,0.00,0.86,-0.86
30.139,0.00,0.86,-0.86
30.159,0.00,0.87,-0.87
30.179,0.00,0.87,-0.87
30.199,0.00,0.87,-0.87
30.239,0.00,0.88,-0.88
30.279,0.00,0.89,-0.89
30.299,0.00,0.89,-0.89
30.319,0.00,0.90,-0.90
30.339,0.00,0.90,-0.90
30.359,0.00,0.91,-0.91
30.379,0.00,0.91,-0.91
30.399,0.00,0.91,-0.91
30.419,0.00,0.92,-0.92
30.459,0.00,0.93,-0.93
30.479,0.00,0.93,-0.93
30.499,0.00,0.93,-0.93
30.519,0.00,0.94,-0.94
30.539,0.00,0.94,-0.94
30.579,0.00,0.95,-0.95
30.599,0.00,0.95,-0.95
30.619,0.00,0.96,-0.96
30.639,0.00,0.96,-0.96
30.699,0.00,0.97,-0.97
30.719,0.00,0.97,-0.97
30.739,0.00,0.98,-0.98
30.779,0.00,8.00,-8.00
30.799,0.00,0.99,-0.99
30.839,0.00,0.99,-0.99
30.879,0.00,1.00,-1.00
30.899,0.00,1.00,-1.00
30.919,0.00,1.01,-1.01
30.939,0.00,1.01,-1.01
30.959,0.00,1.01,-1.01
30.979,0.00,1.02,-1.02
30.999,0.00,1.02,-1.02
31.019,0.00,1.02,-1.02
31.059,0.00,1.03,-1.03
31.079,0.00,1.03,-1.03
31.099,0.00,1.03,-1.03
31.119,0.00,1.04,-1.04
31.179,0.00,1.04,-1.04
31.199,0.00,1.05,-1.05
31.219,0.00,1.05,-1.05
31.239,0.00,1.05,-1.05
0.002,0.00,1.11,-1.11
0.030,0.00,1.11,-1.11
0.316,0.00,1.11,-1.11
0.316,0.00,1.11,-1.11
3.177,0.00,1.12,-1.12
3.179,0.00,1.12,-1.12
3.181,0.00,1.12,-1.12
3.183,0.00,1.12,-1.12
3.185,0.00,2.00,-2.00
3.187,0.00,1.13,-1.13
3.189,0.00,1.13,-1.13
3.193,0.00,1.13,-1.13
31.999,0.00,1.14,-1.14
32.039,0.00,1.15,-1.15
32.059,0.00,1.15,-1.15
32.079,0.00,1.15,-1.15
32.119,0.00,1.16,-1.16
32.179,0.00,1.16,-1.16
32.199,0.00,1.17,-1.17
32.239,0.00,1.17,-1.17
32.279,0.00,1.00,-1.00
32.299,0.00,1.18,-1.18
32.359,0.00,1.18,-1.18
32.399,0.00,1.19,-1.19
32.419,0.00,1.19,-1.19
32.439,0.00,1.19,-1.19
32.459,0.00,1.19,-1.19
32.479,0.00,1.19,-1.19
32.499,0.00,1.20,-1.20
32.519,0.00,1.20,-1.20
32.539,0.00,1.20,-1.20
32.559,0.00,1.20,-1.20
32.579,0.00,1.20,-1.20
32.599,0.00,1.20,-1.20
32.619,0.00,1.21,-1.21
32.639,0.00,1.21,-1.21
32.659,0.00,1.21,-1.21
32.679,0.00,1.21,-1.21
32.719,0.00,1.21,-1.21
32.739,0.00,1.21,-1.21
32.759,0.00,1.22,-1.22
32.779,0.00,1.22,-1.22
32.799,0.00,1.22,-1.22
32.819,0.00,1.22,-1.22
32.839,0.00,1.22,-1.22
32.859,0.00,0.23,-0.23
32.899,0.00,1.23,-1.23
32.919,0.00,1.23,-1.23
32.939,0.00,1.23,-1.23
32.959,0.00,1.24,-1.24
32.979,0.00,1.24,-1.24
32.999,0.00,1.24,-1.24
33.019,0.00,1.24,-1.24
33.059,0.00,1.25,-1.25
33.099,0.00,1.25,-1.25
33.159,0.00,1.25,-1.25
33.179,0.00,1.26,-1.26
33.199,0.00,1.26,-1.26
33.219,0.00,1.26,-1.26
33.239,0.00,1.26,-1.26
33.279,0.00,1.26,-1.26
33.299,0.00,1.26,-1.26
33.319,0.00,1.26,-1.26
33.339,0.00,1.26,-1.26
33.359,0.00,1.26,-1.26
33.379,0.00,1.26,-1.26
33.419,0.00,1.26,-1.26
33.459,0.00,1.26,-1.26
33.479,0.00,1.26,-1.26
33.519,0.00,1.27,-1.27
33.579,0.00,1.27,-1.27
34.299,0.00,1.23,-1.23
34.319,0.00,1.23,-1.23
34.399,0.00,1.22,-1.22
34.419,0.00,1.22,-1.22
34.459,0.00,1.22,-1.22
34.479,0.00,1.22,-1.22
34.499,0.00,1.22,-1.22
34.519,0.00,1.22,-1.22
34.559,0.00,1.22,-1.22
34.599,0.00,1.22,-1.22
34.619,0.00,1.22,-1.22
34.639,0.00,1.22,-1.22
34.679,0.00,1.22,-1.22
34.699,0.00,1.22,-1.22
34.719,0.00,1.21,-1.21
34.759,0.00,1.21,-1.21
34.779,0.00,1.21,-1.21
34.799,0.00,1.21,-1.21
34.819,0.00,1.21,-1.21
34.839,0.00,1.21,-1.21
34.859,0.00,1.21,-1.21
34.879,0.00,1.21,-1.21
34.899,0.00,1.21,-1.21
34.919,0.00,1.21,-1.21
34.939,0.00,1.21,-1.21
34.979,0.00,1.20,-1.20
35.079,0.00,1.20,-1.20
35.099,0.00,1.20,-1.20
35.119,0.00,1.00,-1.00
35.159,0.00,1.20,-1.20
35.179,0.00,1.20,-1.20
35.219,0.00,1.19,-1.19
35.239,0.00,1.19,-1.19
35.259,0.00,1.19,-1.19
35.279,0.00,1.19,-1.19
35.319,0.00,1.19,-1.19
35.339,0.00,1.19,-1.19
35.379,0.00,1.19,-1.19
35.399,0.00,1.19,-1.19
0.002,0.00,1.16,-1.16
0.358,0.00,1.16,-1.16
3.599,0.00,1.16,-1.16
3.601,0.00,1.16,-1.16
3.607,0.00,1.15,-1.15
3.609,0.00,1.15,-1.15
3.611,0.00,1.15,-1.15
3.613,0.00,1.15,-1.15
3.615,0.00,1.14,-1.14
36.299,0.00,1.13,-1.13
36.339,0.00,1.13,-1.13
36.379,0.00,1.12,-1.12
36.459,0.00,1.11,-1.11
36.499,0.00,1.11,-1.11
36.519,0.00,1.11,-1.11
36.579,0.00,1.10,-1.10
36.599,0.00,1.10,-1.10
36.639,0.00,1.00,-1.00
36.659,0.00,1.10,-1.10
36.679,0.00,1.09,-1.09
36.699,0.00,1.09,-1.09
36.719,0.00,1.09,-1.09
36.759,0.00,1.09,-1.09
36.779,0.00,1.09,-1.09
36.799,0.00,1.09,-1.09
36.819,0.00,1.08,-1.08
36.859,0.00,1.08,-1.08
36.879,0.00,1.08,-1.08
36.899,0.00,1.08,-1.08
36.919,0.00,1.08,-1.08
36.939,0.00,8.00,-8.00
36.959,0.00,1.08,-1.08
36.979,0.00,1.07,-1.07
36.999,0.00,1.07,-1.07
37.019,0.00,1.07,-1.07
37.039,0.00,1.07,-1.07
37.059,0.00,1.07,-1.07
37.079,0.00,1.07,-1.07
37.099,0.00,1.06,-1.06
37.119,0.00,1.06,-1.06
37.139,0.00,1.06,-1.06
37.159,0.00,1.06,-1.06
37.199,0.00,1.05,-1.05
37.219,0.00,1.00,-1.00
37.239,0.00,1.05,-1.05
37.279,0.00,1.04,-1.04
37.299,0.00,1.04,-1.04
37.339,0.00,1.03,-1.03
37.359,0.00,1.03,-1.03
37.379,0.00,1.02,-1.02
37.419,0.00,1.02,-1.02
37.439,0.00,1.01,-1.01
37.459,0.00,1.01,-1.01
37.479,0.00,1.00,-1.00
37.499,0.00,1.00,-1.00
37.539,0.00,0.99,-0.99
37.559,0.00,0.99,-0.99
37.579,0.00,0.98,-0.98
37.599,0.00,0.98,-0.98
37.639,0.00,7.00,-7.00
37.679,0.00,0.96,-0.96
37.699,0.00,0.96,-0.96
